time,accelX,accelY,accelZ,gyroX,gyroY,gyroZ
18093938615011,969.549,-116.941,1079.44,139.225,-8.20948,-0.21363
18093938832048,969.549,-116.941,1079.44,139.225,-8.20948,-0.21363
18093939049863,969.549,-116.941,1079.44,139.225,-8.20948,-0.21363
18093939267011,969.549,-116.941,1079.44,139.225,-8.20948,-0.21363
18093939484307,969.549,-116.941,1079.44,139.225,-8.20948,-0.21363
18093939701381,969.549,-116.941,1079.44,139.225,-8.20948,-0.21363
18093939918900,969.549,-116.941,1079.44,139.225,-8.20948,-0.21363
18093940161307,969.549,-116.941,1079.44,139.225,-8.20948,-0.21363
18093940387993,969.549,-116.941,1079.44,139.225,-8.20948,-0.21363
18093940610900,969.549,-116.941,1079.44,139.225,-8.20948,-0.21363
18093940829030,969.549,-116.941,1079.44,139.225,-8.20948,-0.21363
18093941046733,969.549,-116.941,1079.44,139.225,-8.20948,-0.21363
18093941264437,969.549,-116.941,1079.44,139.225,-8.20948,-0.21363
18093941481770,969.549,-116.941,1079.44,139.225,-8.20948,-0.21363
18093941698715,969.549,-116.941,1079.44,139.225,-8.20948,-0.21363
18093941916418,1044.99,-113.279,1190.77,139.225,-8.20948,-0.21363
18093942133270,1044.99,-113.279,1190.77,139.225,-8.20948,-0.21363
18093942350696,1044.99,-113.279,1190.77,139.225,-8.20948,-0.21363
18093942568789,1044.99,-113.279,1190.77,139.225,-8.20948,-0.21363
18093942786178,1044.99,-113.279,1190.77,139.225,-8.20948,-0.21363
18093943003604,1044.99,-113.279,1190.77,139.225,-8.20948,-0.21363
18093943220900,1044.99,-113.279,1190.77,139.225,-8.20948,-0.21363
