time (s)deg reading
2987792,164.18
2987794,164.092
2987796,164.18
2987799,164.18
2987801,164.18
2987803,164.18
2987805,164.18
2987807,164.18
2987810,164.18
2987812,164.18
2987814,164.18
2987816,164.18
2987819,164.18
2987821,164.18
2987823,164.18
2987825,164.18
2987827,164.18
2987830,164.18
2987832,164.18
2987834,164.18
2987836,164.18
2987839,164.18
2987841,164.18
2987843,164.18
2987845,164.18
2987847,164.18
2987850,164.18
2987852,164.18
2987854,164.18
2987856,164.18
2987859,164.18
2987861,164.18
2987863,164.18
2987865,164.18
2987868,164.18
2987870,164.18
2987872,164.18
2987874,164.092
2987877,164.18
2987879,164.18
2987881,164.18
2987883,164.18
2987886,164.18
2987888,164.18
2987890,164.18
2987892,164.092
2987894,164.092
2987897,164.18
2987899,164.18
2987901,164.18
2987903,164.18
2987905,164.18
2987908,164.18
2987910,164.18
2987912,164.18
2987914,164.18
2987916,164.18
2987919,164.18
2987921,164.18
2987923,164.18
2987925,164.18
2987928,164.18
2987930,164.18
2987932,164.18
2987935,164.18
2987937,164.18
2987939,164.18
2987941,164.18
2987944,164.18
2987946,164.18
2987948,164.092
2987950,164.18
2987953,164.18
2987955,164.092
2987957,164.18
2987959,164.18
2987961,164.18
2987964,164.18
2987966,164.18
2987968,164.18
2987970,164.18
2987973,164.18
2987975,164.18
2987977,164.18
2987979,164.18
2987982,164.18
2987984,164.18
2987986,164.18
2987988,164.18
2987990,164.18
2987993,164.18
2987995,164.18
2987997,164.18
2987999,164.18
2988002,164.18
2988004,164.18
2988006,164.18
2988009,164.18
2988011,164.092
2988013,164.18
2988015,164.092
2988017,164.18
2988020,164.18
2988022,164.18
2988024,164.18
2988026,164.092
2988028,164.18
2988031,164.092
2988033,164.18
2988035,164.18
2988037,164.18
2988040,164.18
2988042,164.18
2988044,164.18
2988046,164.18
2988048,164.092
2988051,164.18
2988053,164.18
2988055,164.18
2988057,164.18
2988060,164.18
2988062,164.18
2988064,164.18
2988066,164.18
2988069,164.18
2988071,164.18
2988073,164.092
2988075,164.18
2988078,164.18
2988080,164.18
2988082,164.18
2988084,164.18
2988086,164.18
2988089,164.18
2988091,164.18
2988093,164.18
2988095,164.18
2988097,164.18
2988100,164.18
2988102,164.18
2988104,164.18
2988106,164.092
2988109,164.18
2988111,164.18
2988113,164.18
2988115,164.092
2988117,164.18
2988120,164.18
2988122,164.18
2988124,164.18
2988126,164.18
2988129,164.18
2988131,164.18
2988133,164.18
2988135,164.18
2988138,164.18
2988140,164.18
2988142,164.18
2988144,164.18
2988146,164.18
2988149,164.092
2988151,164.18
2988153,164.18
2988155,164.18
2988157,164.092
2988160,164.18
2988162,164.18
2988164,164.18
2988166,164.18
2988168,164.18
2988171,164.18
2988173,164.18
2988175,164.18
2988177,164.18
2988180,164.18
2988182,164.18
2988184,164.18
2988186,164.18
2988191,164.18
2988193,164.18
2988195,164.18
2988198,164.18
2988200,164.18
2988202,164.18
2988204,164.18
2988207,164.18
2988209,164.18
2988211,164.18
2988213,164.18
2988215,164.092
2988218,164.18
2988220,164.18
2988222,164.18
2988224,164.18
2988227,164.18
2988229,164.18
2988231,164.18
2988233,164.18
2988235,164.18
2988238,164.18
2988240,164.092
2988242,164.18
2988244,164.18
2988246,164.18
2988249,164.18
2988251,164.18
2988253,164.18
2988256,164.092
2988258,164.18
2988260,164.18
2988262,164.18
2988265,164.18
2988267,164.18
2988269,164.18
2988272,164.18
2988274,164.18
2988276,164.18
2988278,164.18
2988281,164.18
2988283,164.18
2988285,164.18
2988288,164.18
2988290,164.18
2988292,164.18
2988295,164.18
2988297,164.18
2988299,164.18
2988301,164.18
2988304,164.18
2988306,164.092
2988308,164.18
2988311,164.18
2988313,164.18
2988315,164.18
2988318,164.18
2988320,164.18
2988322,164.18
2988324,164.18
2988327,164.18
2988329,164.18
2988331,164.18
2988333,164.18
2988336,164.18
2988338,164.18
2988340,164.18
2988342,164.18
2988345,164.18
2988347,164.18
2988349,164.18
2988351,164.18
2988353,164.18
2988356,164.092
2988358,164.18
2988360,164.18
2988362,164.18
2988365,164.18
2988367,164.18
2988370,164.18
2988372,164.18
2988374,164.18
2988376,164.18
2988378,164.18
2988381,164.18
2988383,164.18
2988385,164.18
2988387,164.18
2988390,164.18
2988392,164.18
2988394,164.18
2988396,164.18
2988399,164.092
2988401,164.18
2988403,164.18
2988405,164.18
2988408,164.18
2988410,164.18
2988412,164.18
2988414,164.18
2988416,164.18
2988419,164.18
2988421,164.18
2988423,164.18
2988425,164.18
2988428,164.18
2988430,164.18
2988432,164.18
2988434,164.092
2988436,164.18
2988439,164.18
2988441,164.18
2988443,164.18
2988445,164.18
2988447,164.18
2988450,164.18
2988452,164.092
2988454,164.18
2988456,164.18
2988459,164.092
2988461,164.18
2988463,164.18
2988465,164.18
2988468,164.18
2988470,164.092
2988472,164.18
2988474,164.18
2988476,164.18
2988479,164.18
2988481,164.18
2988483,164.18
2988485,164.18
2988488,164.092
2988490,164.092
2988492,164.18
2988494,164.18
2988496,164.18
2988499,164.18
2988501,164.18
2988503,164.092
2988505,164.092
2988507,164.18
2988510,164.18
2988512,164.18
2988514,164.18
2988516,164.18
2988519,164.18
2988521,164.18
2988523,164.18
2988525,164.18
2988528,164.18
2988530,164.18
2988532,164.18
2988534,164.18
2988537,164.18
2988539,164.18
2988541,164.18
2988544,164.18
2988546,164.18
2988549,164.092
2988551,164.092
2988553,164.18
2988556,164.092
2988558,164.18
2988561,164.18
2988563,164.18
2988565,164.18
2988568,164.18
2988570,164.18
2988572,164.18
2988575,164.092
2988577,164.18
2988580,164.18
2988582,164.18
2988584,164.092
2988587,164.18
2988589,164.18
2988591,164.18
2988594,164.092
2988596,164.18
2988599,164.18
2988601,164.18
2988604,164.18
2988606,164.18
2988608,164.18
2988611,164.18
2988613,164.18
2988615,164.18
2988618,164.18
2988620,164.18
2988622,164.18
2988624,164.18
2988626,164.18
2988629,164.18
2988631,164.18
2988633,164.18
2988635,164.18
2988638,164.18
2988640,164.092
2988642,164.18
2988644,164.092
2988646,164.18
2988649,164.18
2988651,164.092
2988653,164.18
2988655,164.18
2988657,164.18
2988660,164.18
2988662,164.092
2988664,164.18
2988666,164.18
2988669,164.18
2988671,164.18
2988673,164.18
2988675,164.18
2988678,164.18
2988680,164.18
2988682,164.18
2988684,164.18
2988686,164.18
2988689,164.18
2988691,164.18
2988693,164.18
2988695,164.18
2988698,164.18
2988700,164.18
2988702,164.18
2988704,164.18
2988706,164.18
2988709,164.18
2988711,164.18
2988713,164.18
2988715,164.092
2988718,164.18
2988720,164.18
2988722,164.18
2988724,164.18
2988726,164.18
2988729,164.18
2988731,164.092
2988733,164.18
2988735,164.18
2988738,164.18
2988740,164.18
2988742,164.18
2988744,164.18
2988746,164.18
2988749,164.092
2988751,164.18
2988753,164.18
2988755,164.18
2988758,164.092
2988760,164.18
2988762,164.092
2988764,164.18
2988766,164.18
2988769,164.18
2988771,164.18
2988773,164.18
2988775,164.18
2988778,164.18
2988780,164.18
2988782,164.092
2988784,164.18
2988786,164.092
2988789,164.092
2988791,164.18
2988793,164.18
2988795,164.18
2988798,164.092
2988800,164.18
2988802,164.18
2988804,164.18
2988807,164.18
2988809,164.18
2988811,164.18
2988814,164.18
2988816,164.18
2988818,164.18
2988820,164.18
2988822,164.18
2988825,164.092
2988827,164.18
2988829,164.18
2988831,164.092
2988833,164.18
2988836,164.18
2988838,164.18
2988840,164.18
2988842,164.18
2988845,164.18
2988847,164.18
2988849,164.18
2988851,164.18
2988853,164.18
2988856,164.18
2988858,164.18
2988860,164.18
2988862,164.18
2988864,164.18
2988867,164.18
2988869,164.18
2988871,164.18
2988873,164.18
2988876,164.18
2988878,164.18
2988880,164.18
2988882,164.18
2988885,164.18
2988887,164.18
2988889,164.18
2988891,164.18
2988893,164.18
2988896,164.18
2988898,164.18
2988900,164.18
2988902,164.18
2988904,164.18
2988907,164.18
2988909,164.18
2988911,164.18
2988913,164.18
2988916,164.18
2988918,164.18
2988920,164.18
2988922,164.18
2988924,164.18
2988927,164.18
2988929,164.18
2988931,164.18
2988933,164.18
2988935,164.092
2988938,164.18
2988940,164.18
2988942,164.18
2988945,164.18
2988947,164.18
2988950,164.18
2988952,164.18
2988954,164.18
2988956,164.092
2988958,164.18
2988961,164.18
2988963,164.18
2988965,164.18
2988968,164.092
2988970,164.18
2988972,164.18
2988974,164.18
2988976,164.18
2988979,164.18
2988981,164.18
2988983,164.18
2988985,164.18
2988988,164.18
2988990,164.18
2988992,164.18
2988994,164.18
2988996,164.18
2988999,164.092
2989001,164.18
2989003,164.18
2989005,164.092
2989009,164.18
2989011,164.18
2989013,164.18
2989015,164.18
2989018,164.18
2989020,164.18
2989022,164.18
2989024,164.18
2989027,164.18
2989029,164.18
2989031,164.092
2989033,164.092
2989035,164.18
2989038,164.18
2989040,164.18
2989042,164.18
2989044,164.18
2989046,164.18
2989049,164.18
2989051,164.18
2989053,164.18
2989055,164.18
2989058,164.18
2989060,164.18
2989062,164.092
2989064,164.18
2989066,164.092
2989069,164.18
2989071,164.18
2989073,164.18
2989075,164.18
2989078,164.18
2989080,164.18
2989082,164.18
2989084,164.18
2989087,164.18
2989089,164.092
2989091,164.18
2989093,164.18
2989096,164.18
2989098,164.18
2989100,164.18
2989102,164.18
2989104,164.18
2989107,164.18
2989109,164.18
2989111,164.18
2989113,164.092
2989116,164.18
2989118,164.18
2989120,164.18
2989122,164.18
2989124,164.18
2989127,164.18
2989129,164.18
2989131,164.18
2989133,164.18
2989136,164.18
2989138,164.18
2989140,164.18
2989143,164.18
2989145,164.18
2989147,164.18
2989149,164.18
2989152,164.18
2989154,164.18
2989156,164.18
2989158,164.18
2989161,164.18
2989163,164.18
2989165,164.092
2989167,164.18
2989169,164.18
2989172,164.092
2989174,164.18
2989176,164.18
2989178,164.18
2989181,164.18
2989183,164.18
2989185,164.18
2989187,164.18
2989189,164.092
2989192,164.18
2989194,164.18
2989196,164.18
2989198,164.18
2989201,164.18
2989203,164.18
2989205,164.18
2989207,164.18
2989210,164.18
2989212,164.092
2989214,164.092
2989216,164.092
2989218,164.18
2989221,164.18
2989223,164.092
2989225,164.18
2989227,164.18
2989230,164.18
2989232,164.18
2989234,164.18
2989236,164.18
2989238,164.18
2989241,164.18
2989243,164.18
2989245,164.18
2989247,164.18
2989250,164.18
2989252,164.18
2989254,164.18
2989256,164.18
2989258,164.18
2989261,164.18
2989263,164.18
2989265,164.18
2989267,164.18
2989270,164.18
2989272,164.18
2989274,164.18
2989276,164.18
2989279,164.18
2989281,164.18
2989284,164.092
2989286,164.18
2989288,164.18
2989291,164.18
2989293,164.18
2989295,164.092
2989297,164.18
2989299,164.18
2989302,164.18
2989304,164.18
2989306,164.18
2989308,164.18
2989311,164.18
2989313,164.18
2989315,164.18
2989317,164.18
2989319,164.18
2989322,164.18
2989324,164.18
2989326,164.18
2989328,164.18
2989331,164.18
2989333,164.18
2989335,164.18
2989337,164.18
2989339,164.18
2989342,164.18
2989344,164.18
2989346,164.092
2989348,164.18
2989351,164.092
2989353,164.18
2989355,164.18
2989357,164.18
2989360,164.18
2989362,164.18
2989364,164.18
2989366,164.092
2989368,164.18
2989371,164.18
2989373,164.18
2989375,164.18
2989378,164.18
2989380,164.18
2989382,164.18
2989384,164.092
2989387,164.18
2989389,164.18
2989391,164.18
2989393,164.092
2989396,164.18
2989398,164.18
2989400,164.092
2989402,164.18
2989405,164.18
2989407,164.18
2989409,164.18
2989413,164.18
2989415,164.18
2989417,164.18
2989419,164.18
2989421,164.18
2989424,164.268
2989426,164.18
2989428,164.18
2989430,164.18
2989433,164.18
2989435,164.18
2989437,164.355
2989439,164.531
2989441,165.059
2989444,165.762
2989446,166.465
2989448,166.992
2989450,167.52
2989452,168.047
2989455,168.662
2989457,169.365
2989459,169.98
2989461,170.508
2989463,170.859
2989466,171.387
2989468,171.738
2989470,172.441
2989472,173.145
2989475,173.76
2989477,174.287
2989479,174.814
2989481,175.518
2989484,176.396
2989486,177.275
2989488,178.242
2989490,179.121
2989492,179.912
2989495,180.703
2989497,181.67
2989499,182.725
2989501,183.604
2989503,184.57
2989506,185.449
2989508,186.328
2989510,187.207
2989512,188.174
2989514,189.141
2989517,190.107
2989519,191.162
2989521,192.393
2989523,193.623
2989525,194.678
2989528,195.732
2989530,196.787
2989532,197.93
2989534,199.072
2989536,200.303
2989539,201.357
2989541,202.324
2989543,203.467
2989545,204.697
2989548,205.84
2989550,207.07
2989552,208.301
2989554,209.707
2989557,210.85
2989559,211.992
