Dictionary,Rotation Vector,Translation Vector
8,[[[ 1.6413901  -2.29033401  0.97447392]]],[[[-0.50158327 -0.25037636  1.3022213 ]]]
8,[[[ 1.64113962 -2.29002848  0.97531426]]],[[[-0.50159325 -0.24943689  1.30224743]]]
8,[[[ 1.65003577 -2.31966922  0.95422739]]],[[[-0.50578486 -0.25044419  1.31374196]]]
8,[[[ 1.67176149 -2.32697435  0.89605006]]],[[[-0.51114433 -0.25296882  1.32826428]]]
8,[[[ 1.6640335  -2.31677898  0.93077221]]],[[[-0.51179074 -0.25256741  1.32995464]]]
8,[[[ 1.64162518 -2.3074504   0.92176819]]],[[[-0.51109966 -0.25198584  1.32814712]]]
8,[[[ 1.61820617 -2.25672003  1.00802496]]],[[[-0.50668548 -0.24993083  1.31856552]]]
8,[[[ 1.62101809 -2.31844724  0.92268127]]],[[[-0.51521472 -0.25340295  1.33946371]]]
8,[[[ 1.64743543 -2.29413243  0.93317203]]],[[[-0.5176392  -0.25361866  1.34577241]]]
8,[[[ 1.64037735 -2.28495914  0.96778424]]],[[[-0.52019827 -0.25244351  1.34862324]]]
8,[[[ 1.64012638 -2.28517021  0.96893231]]],[[[-0.52130902 -0.25152957  1.34896799]]]
8,[[[ 1.64751949 -2.29579625  0.9364601 ]]],[[[-0.52188907 -0.25060324  1.34793071]]]
8,[[[ 1.66433126 -2.31379774  0.92052198]]],[[[-0.53455936 -0.25643854  1.37935396]]]
8,[[[ 1.64895627 -2.31537019  0.94594686]]],[[[-0.52730168 -0.25308082  1.36127654]]]
8,[[[ 1.6642989  -2.31328412  0.92024729]]],[[[-0.53343637 -0.25637947  1.37903575]]]
8,[[[ 1.64052528 -2.30306941  0.91217948]]],[[[-0.53140181 -0.255133    1.37634428]]]
8,[[[ 1.6552265  -2.30026476  0.88589035]]],[[[-0.53866205 -0.25798606  1.39448008]]]
8,[[[ 1.63297789 -2.2925901   0.94672131]]],[[[-0.53218687 -0.25476176  1.3783879 ]]]
8,[[[ 1.63298312 -2.2931044   0.94701541]]],[[[-0.53330892 -0.25482038  1.3787055 ]]]
8,[[[ 1.64732996 -2.29046767  0.92146889]]],[[[-0.54088042 -0.2590828   1.3963033 ]]]
8,[[[ 1.6091018  -2.24242935  0.97040076]]],[[[-0.53677108 -0.25751231  1.3837598 ]]]
8,[[[ 1.62569408 -2.28346481  0.97947856]]],[[[-0.53495846 -0.25688365  1.38039241]]]
8,[[[ 1.64757532 -2.29074161  0.92063836]]],[[[-0.54086357 -0.26008737  1.39625957]]]
8,[[[ 1.64757532 -2.29074161  0.92063836]]],[[[-0.54086357 -0.26008737  1.39625957]]]
8,[[[ 1.66250332 -2.28809542  0.89455223]]],[[[-0.54823086 -0.26350129  1.41460312]]]
8,[[[ 1.65509532 -2.27807173  0.93061763]]],[[[-0.54905696 -0.26364322  1.41674555]]]
8,[[[ 1.65509532 -2.27807173  0.93061763]]],[[[-0.54905696 -0.26364322  1.41674555]]]
8,[[[ 1.63102863 -2.26835673  0.92304174]]],[[[-0.54813665 -0.26191936  1.41436055]]]
8,[[[ 1.63238236 -2.28823997  0.93248075]]],[[[-0.55435748 -0.26372807  1.42974644]]]
8,[[[ 1.62326766 -2.25797261  0.95933425]]],[[[-0.55013361 -0.26007187  1.41687374]]]
8,[[[ 1.6159972  -2.24748387  0.99235516]]],[[[-0.55201265 -0.26073201  1.41907316]]]
8,[[[ 1.63214674 -2.28898447  0.93388142]]],[[[-0.55670267 -0.26281954  1.43044639]]]
8,[[[ 1.63214674 -2.28898447  0.93388142]]],[[[-0.55670267 -0.26281954  1.43044639]]]
8,[[[ 1.63963451 -2.27542454  0.94383296]]],[[[-0.56416959 -0.26645027  1.45165772]]]
8,[[[ 1.63963451 -2.27542454  0.94383296]]],[[[-0.56416959 -0.26645027  1.45165772]]]
8,[[[ 1.64758574 -2.26183285  0.95327749]]],[[[-0.57306601 -0.27078912  1.47385851]]]
8,[[[ 1.61598338 -2.26705911  0.93377731]]],[[[-0.56432234 -0.26786589  1.44933665]]]
8,[[[ 1.63281141 -2.28516205  0.9156697 ]]],[[[-0.57900894 -0.27565065  1.485662  ]]]
8,[[[-1.83449915  2.54602511 -1.09789528]]],[[[-0.56599098 -0.26971322  1.45364221]]]
8,[[[ 1.63280401 -2.2846516   0.91539211]]],[[[-0.5778011  -0.27558831  1.4853256 ]]]
8,[[[ 1.63279706 -2.28414106  0.91511391]]],[[[-0.57659395 -0.27552607  1.48498972]]]
8,[[[ 1.63811491 -2.24857542  0.91613135]]],[[[-0.57789178 -0.27721415  1.48971798]]]
8,[[[ 1.63328881 -2.28417137  0.91320103]]],[[[-0.57534726 -0.27759805  1.48455013]]]
8,[[[ 1.62605859 -2.27369117  0.94805024]]],[[[-0.57630808 -0.27941118  1.48703913]]]
8,[[[ 1.64110611 -2.27021012  0.92113485]]],[[[-0.58363843 -0.28473158  1.50664503]]]
8,[[[ 1.6421186  -2.2717517   0.92036334]]],[[[-0.5845594  -0.28600751  1.50761152]]]
8,[[[ 1.63456575 -2.26121486  0.95655706]]],[[[-0.58674849 -0.28681799  1.51044333]]]
8,[[[ 1.63384922 -2.26048654  0.95676705]]],[[[-0.58704085 -0.28669352  1.50978735]]]
8,[[[ 1.62502137 -2.22928155  0.98274359]]],[[[-0.58211302 -0.28362278  1.49503102]]]
8,[[[ 1.69225408 -2.2643443   0.91159506]]],[[[-0.6055235  -0.29571565  1.55585584]]]
8,[[[ 1.63437007 -2.26107941  0.95513525]]],[[[-0.58700784 -0.28886729  1.50970205]]]
8,[[[ 1.61842665 -2.21793369  1.01338204]]],[[[-0.58156687 -0.2874132   1.49642277]]]
8,[[[ 1.61898792 -2.21860044  1.01177946]]],[[[-0.58154208 -0.28957149  1.4963586 ]]]
8,[[[ 1.6687744  -2.25691007  0.97147031]]],[[[-0.59606469 -0.29874123  1.53514815]]]
8,[[[ 1.68524856 -2.25309133  0.94374385]]],[[[-0.60407832 -0.30402278  1.55650038]]]
8,[[[ 1.63616441 -2.23560307  0.99562495]]],[[[-0.59466642 -0.30026833  1.5344104 ]]]
8,[[[ 1.66928922 -2.25650549  0.96917343]]],[[[-0.59353606 -0.30081465  1.53436465]]]
8,[[[ 1.6442528  -2.24731639  0.95933897]]],[[[-0.59264925 -0.30064304  1.53206172]]]
8,[[[ 1.64420936 -2.24746078  0.9596154 ]]],[[[-0.59398481 -0.30020106  1.53264206]]]
8,[[[ 1.63613785 -2.23611025  0.99595856]]],[[[-0.59591843 -0.30033866  1.53477017]]]
8,[[[ 1.65934371 -2.24398584  0.93483565]]],[[[-0.60429812 -0.30384829  1.55415349]]]
8,[[[ 1.65004165 -2.21198895  0.9624272 ]]],[[[-0.59900497 -0.29993362  1.53839763]]]
8,[[[ 1.63431541 -2.23592808  0.92670584]]],[[[-0.60537219 -0.30325781  1.55256409]]]
8,[[[-1.86660711  2.52295149 -1.1445261 ]]],[[[-0.6093877  -0.30498758  1.55999109]]]
8,[[[ 1.66224115 -2.26840253  0.94474938]]],[[[-0.6168058  -0.30855176  1.57530935]]]
8,[[[ 1.66041941 -2.21894884  0.98287144]]],[[[-0.62036388 -0.31004517  1.58293625]]]
8,[[[ 1.66817571 -2.23040015  0.94583508]]],[[[-0.61818119 -0.30923931  1.5802803 ]]]
8,[[[ 1.66817909 -2.22989677  0.94552418]]],[[[-0.61689298 -0.3091679   1.57991502]]]
8,[[[ 1.65977682 -2.21626342  0.98180628]]],[[[-0.61549672 -0.30961753  1.58075109]]]
8,[[[ 1.63475807 -2.20779604  0.97289743]]],[[[-0.61422308 -0.30840566  1.57894038]]]
8,[[[ 1.627113   -2.19516211  1.00821404]]],[[[-0.61373724 -0.30845113  1.5806463 ]]]
8,[[[ 1.66988976 -2.24934322  0.95533935]]],[[[-0.61960966 -0.31154468  1.59800046]]]
8,[[[ 1.62662781 -2.19348446  1.00909382]]],[[[-0.61118719 -0.30602907  1.57997875]]]
8,[[[ 1.62609601 -2.19230778  1.01032127]]],[[[-0.60992633 -0.30367977  1.57967994]]]
8,[[[-1.89065215  2.54316869 -1.10012001]]],[[[-0.62382025 -0.30882223  1.62020728]]]
8,[[[ 1.65787927 -2.23115532  0.92336571]]],[[[-0.6229165  -0.30573349  1.61785002]]]
8,[[[ 1.65734315 -2.2310916   0.92527026]]],[[[-0.62427134 -0.30347512  1.61832226]]]
8,[[[ 1.67648643 -2.25025871  0.90733316]]],[[[-0.643781   -0.31026048  1.66419597]]]
8,[[[ 1.66544077 -2.21643451  0.94006016]]],[[[-0.64036499 -0.30494604  1.6468872 ]]]
8,[[[ 1.6648928  -2.216856    0.94230012]]],[[[-0.64308777 -0.30271469  1.64774601]]]
8,[[[ 1.61347225 -2.1991034   0.99885513]]],[[[-0.63453504 -0.29651231  1.62358301]]]
8,[[[ 1.6390682  -2.22905682  0.94481059]]],[[[-0.65201608 -0.30348345  1.66674495]]]
8,[[[ 1.61125498 -2.21895954  0.93690676]]],[[[-0.65050171 -0.3018742   1.66286482]]]
8,[[[ 1.63061402 -2.21628164  0.98486441]]],[[[-0.65311068 -0.30248018  1.66955314]]]
8,[[[ 1.63853324 -2.22932122  0.94676991]]],[[[-0.65331781 -0.30171326  1.66698386]]]
8,[[[ 1.60207782 -2.18623033  0.96730236]]],[[[-0.64573687 -0.29720628  1.64535797]]]
8,[[[ 1.64633333 -2.24142055  0.90674759]]],[[[-0.65330773 -0.30145201  1.66386997]]]
8,[[[ 1.60360359 -2.20751639  0.97546699]]],[[[-0.65318025 -0.30225499  1.6666333 ]]]
8,[[[ 1.61297042 -2.24108222  0.94570542]]],[[[-0.65807366 -0.30581003  1.68456347]]]
8,[[[-1.89173373  2.53606867 -1.14876621]]],[[[-0.66038497 -0.3071043   1.69679268]]]
8,[[[ 1.61277051 -2.23874338  0.94528725]]],[[[-0.65261788 -0.30432222  1.68309097]]]
8,[[[ 1.6298048  -2.23499412  0.91685534]]],[[[-0.66271409 -0.30792942  1.70991535]]]
8,[[[-1.8758023   2.61062444 -1.14907706]]],[[[-0.64225093 -0.29898912  1.66023467]]]
8,[[[ 1.5697563  -2.18189545  1.00084935]]],[[[-0.64365736 -0.30054921  1.66387933]]]
8,[[[ 1.56955562 -2.18139796  1.00111733]]],[[[-0.64222995 -0.29984259  1.66330653]]]
8,[[[ 1.62908684 -2.23276636  0.91626562]]],[[[-0.65886605 -0.30758     1.70797354]]]
8,[[[ 1.63808533 -2.21593416  0.92770966]]],[[[-0.67100115 -0.31214838  1.73861215]]]
8,[[[ 1.59323882 -2.21098872  0.94794248]]],[[[-0.66014787 -0.3069819   1.7080877 ]]]
8,[[[ 1.64563333 -2.22939129  0.88675311]]],[[[-0.67345303 -0.31247597  1.73517656]]]
8,[[[ 1.62135309 -2.22349875  0.9575336 ]]],[[[-0.66718165 -0.30949545  1.71344046]]]
8,[[[ 1.62186849 -2.22427184  0.9562542 ]]],[[[-0.66863598 -0.31145834  1.71398405]]]
8,[[[ 1.61411121 -2.21145251  0.99386946]]],[[[-0.66832162 -0.31407077  1.71637702]]]
8,[[[ 1.62274023 -2.22415997  0.95323303]]],[[[-0.66578111 -0.31501288  1.71303196]]]
8,[[[ 1.62303378 -2.2248037   0.95243686]]],[[[-0.66565735 -0.31681764  1.71271338]]]
8,[[[ 1.63000895 -2.18445495  0.95326048]]],[[[-0.66860142 -0.31885658  1.71868191]]]
8,[[[ 1.60564829 -2.17609726  1.01773929]]],[[[-0.65918316 -0.31420899  1.6952827 ]]]
8,[[[ 1.61368016 -2.18947203  0.98147254]]],[[[-0.6577967  -0.31230509  1.69328641]]]
8,[[[ 1.63040858 -2.23569063  0.91318778]]],[[[-0.66289657 -0.31392334  1.70878733]]]
8,[[[ 1.63013994 -2.23541257  0.91397988]]],[[[-0.66292224 -0.31269609  1.7088537 ]]]
8,[[[ 1.61280437 -2.18850488  0.98382062]]],[[[-0.65785607 -0.30864857  1.69343972]]]
8,[[[ 1.63813898 -2.2184934   0.92692139]]],[[[-0.67678711 -0.31661522  1.73890548]]]
8,[[[ 1.63555157 -2.19591016  0.91883037]]],[[[-0.66990904 -0.31176021  1.71563989]]]
8,[[[ 1.6355351  -2.19641559  0.9191362 ]]],[[[-0.67130299 -0.31182994  1.71602393]]]
8,[[[ 1.62956678 -2.23739538  0.91703099]]],[[[-0.66991865 -0.31058897  1.7109033 ]]]
8,[[[ 1.62956678 -2.23739538  0.91703099]]],[[[-0.66991865 -0.31058897  1.7109033 ]]]
8,[[[ 1.59384146 -2.21546033  0.94778472]]],[[[-0.6697922  -0.31115176  1.71058143]]]
8,[[[ 1.62184767 -2.22563403  0.95688054]]],[[[-0.67132574 -0.31217499  1.71450693]]]
8,[[[ 1.6266262  -2.21377178  0.90826931]]],[[[-0.66073815 -0.30741761  1.68667524]]]
8,[[[-1.91284403  2.56737626 -1.12680826]]],[[[-0.67414682 -0.31288433  1.72011615]]]
8,[[[ 1.62182856 -2.22614318  0.957194  ]]],[[[-0.67272317 -0.31224665  1.71490086]]]
8,[[[ 1.63909384 -2.22216353  0.92758309]]],[[[-0.68504975 -0.31786218  1.74228617]]]
8,[[[ 1.61282024 -2.19238217  0.98538643]]],[[[-0.66750728 -0.31036826  1.69612759]]]
8,[[[ 1.63603749 -2.19900433  0.9187954 ]]],[[[-0.67683148 -0.31457572  1.71742553]]]
8,[[[ 1.63008042 -2.23997941  0.91659762]]],[[[-0.67543535 -0.31332824  1.71231136]]]
12,[[[ 2.50322407 -0.51450106  0.46964618]]],[[[-0.19045712 -0.15679366  0.7027248 ]]]
12,[[[ 2.53131143 -0.52747449  0.49559234]]],[[[-0.19263101 -0.17112329  0.74351682]]]
12,[[[ 2.50553239 -0.5327424   0.49315785]]],[[[-0.19067128 -0.17001245  0.73750178]]]
12,[[[ 2.52688842 -0.53210743  0.48025943]]],[[[-0.19267711 -0.17183554  0.74367359]]]
12,[[[ 2.50743639 -0.52260687  0.51023479]]],[[[-0.19313428 -0.17163546  0.74339653]]]
12,[[[ 2.50274492 -0.52730409  0.49581884]]],[[[-0.19381624 -0.17162468  0.74392588]]]
12,[[[ 2.5156322  -0.53796545  0.50490121]]],[[[-0.19495416 -0.17186411  0.74673921]]]
12,[[[ 2.51564582 -0.53809951  0.50505885]]],[[[-0.19557394 -0.17166217  0.74703903]]]
12,[[[ 2.5268576  -0.54248321  0.51425949]]],[[[-0.19825376 -0.17431456  0.75622465]]]
12,[[[ 2.52047648 -0.5393631   0.48413547]]],[[[-0.19769549 -0.17383815  0.75354319]]]
12,[[[ 2.51197879 -0.54325536  0.49010906]]],[[[-0.19620283 -0.17295521  0.74735157]]]
12,[[[ 2.52226423 -0.54013537  0.48506531]]],[[[-0.19806336 -0.17501437  0.75390391]]]
12,[[[ 2.52217978 -0.54006829  0.4836734 ]]],[[[-0.19828065 -0.17551159  0.75369054]]]
12,[[[ 2.51314004 -0.54384584  0.4900136 ]]],[[[-0.19678255 -0.17407248  0.74749564]]]
12,[[[ 2.52288254 -0.54059195  0.48532346]]],[[[-0.19864681 -0.17559364  0.75404443]]]
12,[[[ 2.51321297 -0.54418177  0.49063369]]],[[[-0.19736028 -0.17410416  0.74763225]]]
12,[[[ 2.50040727 -0.53407283  0.4830945 ]]],[[[-0.19673452 -0.17411091  0.74474852]]]
12,[[[ 2.51437236 -0.54477059  0.4905338 ]]],[[[-0.19794049 -0.17522212  0.7477766 ]]]
12,[[[ 2.52562475 -0.5491871   0.49921745]]],[[[-0.20066806 -0.17793511  0.75704027]]]
12,[[[ 2.50809434 -0.54368038  0.47749452]]],[[[-0.19984024 -0.17814293  0.75441109]]]
12,[[[ 2.51093592 -0.54967523  0.47477828]]],[[[-0.19795817 -0.17699725  0.74782247]]]
12,[[[ 2.49970067 -0.54698179  0.48114001]]],[[[-0.1980129  -0.17745506  0.74803656]]]
12,[[[ 2.52440049 -0.55975145  0.48008174]]],[[[-0.19884287 -0.17779969  0.75065125]]]
12,[[[ 2.52670463 -0.54944414  0.49848167]]],[[[-0.20067086 -0.17903532  0.75704997]]]
12,[[[ 2.52163305 -0.55381913  0.4828781 ]]],[[[-0.20074449 -0.17896094  0.75730708]]]
12,[[[ 2.50797169 -0.54341982  0.47574641]]],[[[-0.20009898 -0.17840333  0.75435458]]]
12,[[[ 2.52670463 -0.54944414  0.49848167]]],[[[-0.20067086 -0.17903532  0.75704997]]]
12,[[[ 2.50736137 -0.5616586   0.47257056]]],[[[-0.19885766 -0.17808487  0.75069575]]]
12,[[[ 2.50897777 -0.54332144  0.47442991]]],[[[-0.19951714 -0.17946564  0.75422071]]]
12,[[[ 2.50897777 -0.54332144  0.47442991]]],[[[-0.19951714 -0.17946564  0.75422071]]]
12,[[[ 2.52277599 -0.55413989  0.48355458]]],[[[-0.20052682 -0.17956071  0.75752154]]]
12,[[[ 2.52163305 -0.55381913  0.4828781 ]]],[[[-0.20074449 -0.17896094  0.75730708]]]
12,[[[ 2.52117481 -0.55402962  0.48385479]]],[[[-0.20132929 -0.17844367  0.75744295]]]
12,[[[ 2.5251902  -0.55524276  0.46405814]]],[[[-0.20324935 -0.17959748  0.76411244]]]
12,[[[ 2.52225813 -0.56207274  0.49963167]]],[[[-0.20255045 -0.17860771  0.76049323]]]
12,[[[ 2.51547414 -0.55881824  0.46987883]]],[[[-0.20191389 -0.1780606   0.75755771]]]
12,[[[ 2.51714588 -0.56659109  0.48301605]]],[[[-0.20279309 -0.17926529  0.76034889]]]
12,[[[ 2.53997804 -0.56598363  0.46954452]]],[[[-0.204771   -0.18101979  0.76722023]]]
12,[[[ 2.53293265 -0.55926557  0.49374783]]],[[[-0.20532534 -0.18130185  0.76724338]]]
12,[[[ 2.53301642 -0.55959364  0.49436216]]],[[[-0.20591944 -0.18133526  0.76738533]]]
12,[[[ 2.52316963 -0.55055172  0.46746751]]],[[[-0.20782798 -0.18199121  0.77133776]]]
12,[[[ 2.52824645 -0.54662291  0.48481058]]],[[[-0.20898045 -0.18160414  0.77148565]]]
12,[[[ 2.52606063 -0.55272834  0.44874851]]],[[[-0.21241412 -0.18266322  0.77838141]]]
12,[[[ 2.51931992 -0.54654961  0.47602981]]],[[[-0.21403379 -0.18199938  0.77917361]]]
12,[[[ 2.52792437 -0.54326404  0.47147882]]],[[[-0.21755022 -0.18250969  0.78625701]]]
12,[[[ 2.53392259 -0.53342427  0.46945057]]],[[[-0.22332176 -0.18428242  0.80080528]]]
12,[[[ 2.54722111 -0.54644984  0.49760738]]],[[[-0.22936666 -0.18590218  0.81560047]]]
12,[[[ 2.52787032 -0.52945477  0.49501299]]],[[[-0.23206605 -0.18569595  0.81991145]]]
12,[[[ 2.53363116 -0.53896695  0.48924758]]],[[[-0.23690549 -0.18699552  0.83166255]]]
12,[[[ 2.54260635 -0.53470709  0.48378782]]],[[[-0.23950653 -0.18716049  0.83917952]]]
12,[[[ 2.53225875 -0.53265358  0.46990111]]],[[[-0.24202468 -0.18715846  0.8474412 ]]]
12,[[[ 2.50946066 -0.5347563   0.46311873]]],[[[-0.24219156 -0.18520878  0.84694345]]]
12,[[[ 2.50776662 -0.53666251  0.48406454]]],[[[-0.24711172 -0.18629793  0.8597961 ]]]
12,[[[ 2.50413909 -0.53047585  0.48922992]]],[[[-0.25176981 -0.18715932  0.86887812]]]
12,[[[ 2.49631561 -0.5379253   0.49178455]]],[[[-0.25714709 -0.18964138  0.88190654]]]
12,[[[ 2.50712909 -0.53412759  0.48548905]]],[[[-0.26079167 -0.19181253  0.89051878]]]
12,[[[ 2.48289633 -0.5294916   0.47885567]]],[[[-0.26388437 -0.19421267  0.89939575]]]
12,[[[ 2.50349819 -0.52862453  0.5071982 ]]],[[[-0.26868648 -0.19775012  0.91351769]]]
12,[[[ 2.50242606 -0.51357814  0.46742032]]],[[[-0.27359106 -0.20140268  0.92729228]]]
12,[[[ 2.50206229 -0.51511472  0.4866423 ]]],[[[-0.27901649 -0.20549064  0.94221144]]]
12,[[[ 2.49627293 -0.5214678   0.46800063]]],[[[-0.27975    -0.20672187  0.94236408]]]
12,[[[ 2.47583491 -0.52497499  0.46007548]]],[[[-0.28045087 -0.20844371  0.942416  ]]]
12,[[[ 2.49050751 -0.52989194  0.46860094]]],[[[-0.28603708 -0.21320282  0.9576818 ]]]
12,[[[ 2.48510755 -0.51375178  0.45543707]]],[[[-0.28932207 -0.21556965  0.9628274 ]]]
12,[[[ 2.48252372 -0.50679562  0.45950978]]],[[[-0.29498111 -0.2189547   0.97401977]]]
12,[[[ 2.49333597 -0.50336913  0.47133834]]],[[[-0.30559054 -0.22633721  1.00125214]]]
12,[[[ 2.47992294 -0.50188687  0.48423556]]],[[[-0.30853949 -0.22827474  1.00258906]]]
12,[[[ 2.50846035 -0.5017452   0.48579216]]],[[[-0.32063403 -0.23784953  1.03154252]]]
12,[[[ 2.49946433 -0.50021353  0.45077157]]],[[[-0.3216071  -0.23817645  1.02568135]]]
12,[[[ 2.515671   -0.47973886  0.46592076]]],[[[-0.33228497 -0.2434394   1.05002438]]]
12,[[[ 2.51542299 -0.48059951  0.4680968 ]]],[[[-0.33477582 -0.24282822  1.05067622]]]
12,[[[ 2.50229029 -0.47832259  0.45138653]]],[[[-0.33983864 -0.24513234  1.06231743]]]
12,[[[ 2.50238679 -0.47864633  0.45197985]]],[[[-0.34067802 -0.24518217  1.06253382]]]
12,[[[ 2.50119943 -0.47914079  0.47343583]]],[[[-0.34735947 -0.24950626  1.08215139]]]
12,[[[ 2.50548027 -0.47998242  0.44431149]]],[[[-0.35235114 -0.25217311  1.09458412]]]
12,[[[ 2.51788171 -0.47369465  0.43405497]]],[[[-0.35782419 -0.25507853  1.10720947]]]
12,[[[ 2.49101847 -0.47825499  0.4289282 ]]],[[[-0.35948221 -0.25391228  1.10736866]]]
12,[[[ 2.51671056 -0.47532392  0.45974494]]],[[[-0.36976086 -0.25811525  1.13020569]]]
12,[[[ 2.5159414  -0.47608892  0.46229627]]],[[[-0.372459   -0.25664139  1.13093631]]]
12,[[[ 2.52324016 -0.48725194  0.45117741]]],[[[-0.38075806 -0.2600246   1.15230951]]]
12,[[[ 2.51758494 -0.47720987  0.45471778]]],[[[-0.38710674 -0.26186399  1.1670391 ]]]
12,[[[ 2.49450577 -0.46416583  0.45169687]]],[[[-0.38602508 -0.25824959  1.15934955]]]
12,[[[ 2.51975715 -0.48864312  0.47999852]]],[[[-0.39363163 -0.25984294  1.17707168]]]
12,[[[ 2.52435514 -0.46094915  0.45388588]]],[[[-0.40318593 -0.26260864  1.19847498]]]
12,[[[ 2.51856144 -0.48054246  0.45521723]]],[[[-0.40983122 -0.26282209  1.20845562]]]
12,[[[ 2.48053807 -0.47465408  0.46231296]]],[[[-0.40449826 -0.25668488  1.18514911]]]
12,[[[ 2.50811881 -0.46063621  0.4417655 ]]],[[[-0.41710458 -0.26239271  1.21560379]]]
12,[[[ 2.50704552 -0.46110546  0.44251548]]],[[[-0.41932841 -0.26152415  1.21566473]]]
12,[[[ 2.51248874 -0.47239996  0.46479403]]],[[[-0.42460329 -0.26384113  1.22645181]]]
12,[[[ 2.50300026 -0.45103661  0.44729233]]],[[[-0.42812961 -0.2654211   1.23275691]]]
12,[[[ 2.50266757 -0.45146777  0.44863705]]],[[[-0.42904695 -0.2649887   1.23282558]]]
12,[[[ 2.50653941 -0.46200029  0.46947979]]],[[[-0.43279579 -0.26626126  1.24295537]]]
12,[[[ 2.52113757 -0.4540774   0.45807902]]],[[[-0.43866852 -0.26881452  1.25915279]]]
12,[[[ 2.50963183 -0.46267261  0.43534666]]],[[[-0.43926667 -0.26748085  1.25823844]]]
12,[[[ 2.50843774 -0.46283836  0.43550612]]],[[[-0.44056228 -0.26652453  1.25803165]]]
12,[[[ 2.48907601 -0.4599537   0.45355944]]],[[[-0.44268216 -0.26538023  1.26018243]]]
12,[[[ 2.502045   -0.45210565  0.44186863]]],[[[-0.45000667 -0.2669432   1.27641093]]]
12,[[[ 2.50182359 -0.45232243  0.44403811]]],[[[-0.45076371 -0.26526483  1.27724564]]]
12,[[[ 2.48124782 -0.4488467   0.46042955]]],[[[-0.45104438 -0.26427313  1.27805097]]]
12,[[[ 2.51988255 -0.45446176  0.45220547]]],[[[-0.46047365 -0.26813188  1.30475076]]]
12,[[[ 2.48370623 -0.4590878   0.48192375]]],[[[-0.45406418 -0.26364705  1.28859776]]]
12,[[[ 2.48302526 -0.45868637  0.48170135]]],[[[-0.45303461 -0.26265723  1.28832645]]]
12,[[[ 2.49774485 -0.45025338  0.46971298]]],[[[-0.45835932 -0.26520329  1.305474  ]]]
12,[[[ 2.49080956 -0.47009544  0.46718948]]],[[[-0.46220623 -0.2660955   1.31574295]]]
12,[[[ 2.44035928 -0.44070397  0.45635466]]],[[[-0.45460032 -0.26031639  1.29410245]]]
12,[[[ 2.51637288 -0.45274673  0.48144377]]],[[[-0.46918308 -0.26730491  1.33491604]]]
12,[[[ 2.49798673 -0.48232664  0.45345968]]],[[[-0.47268292 -0.26818211  1.34415872]]]
12,[[[ 2.50315422 -0.4617144   0.45603932]]],[[[-0.46905529 -0.26526459  1.33316457]]]
12,[[[ 2.48176967 -0.45789138  0.47226728]]],[[[-0.46939375 -0.26473201  1.33413609]]]
12,[[[ 2.49756102 -0.4493742   0.45923532]]],[[[-0.47625748 -0.26796832  1.3529341 ]]]
12,[[[ 2.49709871 -0.44949017  0.46001629]]],[[[-0.47617916 -0.26743376  1.35271202]]]
12,[[[ 2.50278914 -0.46098648  0.48385304]]],[[[-0.48036901 -0.26992331  1.3653222 ]]]
12,[[[ 2.48525562 -0.45867987  0.43501576]]],[[[-0.47569502 -0.26691646  1.35132374]]]
12,[[[ 2.46386939 -0.45519408  0.45283399]]],[[[-0.47713542 -0.26594968  1.35264013]]]
12,[[[ 2.47876073 -0.44700474  0.44070355]]],[[[-0.48513712 -0.26871632  1.37178756]]]
12,[[[ 2.48865376 -0.47072541  0.46039088]]],[[[-0.48362197 -0.2655986   1.36471411]]]
12,[[[ 2.4656035  -0.45688771  0.41830038]]],[[[-0.48674563 -0.26626924  1.37070494]]]
12,[[[ 2.50462197 -0.46256347  0.44773347]]],[[[-0.491831   -0.26840805  1.38432591]]]
12,[[[ 2.49800615 -0.48399649  0.44495855]]],[[[-0.49600464 -0.27079805  1.39535322]]]
12,[[[ 2.49889772 -0.44987453  0.4511113 ]]],[[[-0.49834422 -0.27212068  1.40480454]]]
12,[[[ 2.47047879 -0.46798724  0.43941516]]],[[[-0.49054185 -0.26775158  1.38351746]]]
12,[[[ 2.47592815 -0.47989982  0.46320442]]],[[[-0.49495364 -0.26978885  1.39667885]]]
12,[[[ 2.46991093 -0.46790807  0.43979801]]],[[[-0.49055208 -0.26675374  1.38354653]]]
12,[[[ 2.48491636 -0.45937213  0.42490595]]],[[[-0.49804661 -0.27040895  1.40252014]]]
12,[[[ 2.4646492  -0.42173583  0.44946878]]],[[[-0.50283626 -0.27270968  1.41313821]]]
12,[[[ 2.45023118 -0.43099302  0.46218588]]],[[[-0.49669739 -0.27049082  1.3937687 ]]]
12,[[[ 2.43873405 -0.44077393  0.43813187]]],[[[-0.49616294 -0.27045175  1.39225731]]]
12,[[[ 2.48037347 -0.44723329  0.42847187]]],[[[-0.5070112  -0.27637893  1.42412731]]]
12,[[[ 2.48037347 -0.44723329  0.42847187]]],[[[-0.5070112  -0.27637893  1.42412731]]]
12,[[[ 2.46541007 -0.4563829   0.44394581]]],[[[-0.5004242  -0.27265478  1.40492311]]]
12,[[[ 2.48710807 -0.45946166  0.45275981]]],[[[-0.51312517 -0.2792825   1.43910701]]]
12,[[[ 2.50241793 -0.45129231  0.41011663]]],[[[-0.50758744 -0.27638696  1.42283831]]]
12,[[[ 2.47992874 -0.44747284  0.4294515 ]]],[[[-0.50816516 -0.2754119   1.42446842]]]
