Dictionary,Rotation Vector,Translation Vector
0,[[[ 0.16104413  3.08597682 -0.06079063]]],[[[-0.42170227 -0.16095513  0.78276015]]]
0,[[[ 0.15657988  3.09208409 -0.03122787]]],[[[-0.41894466 -0.1596908   0.77528993]]]
0,[[[ 0.15536675  3.09320728 -0.03438133]]],[[[-0.41412054 -0.15770812  0.76431176]]]
0,[[[ 0.14596922  3.11596964 -0.01331442]]],[[[-0.41058255 -0.15576162  0.7562432 ]]]
0,[[[ 0.15960379  3.07571294 -0.02390021]]],[[[-0.41643865 -0.15734958  0.76527982]]]
0,[[[0.14279299 3.12255647 0.0098289 ]]],[[[-0.40784158 -0.15333235  0.74844092]]]
0,[[[ 0.14483461  3.11665049 -0.01641654]]],[[[-0.40709518 -0.1522668   0.74583601]]]
0,[[[ 0.16223224  3.09263931 -0.03144983]]],[[[-0.40936965 -0.15246666  0.74878251]]]
0,[[[-0.17314497 -3.19544625  0.02545287]]],[[[-0.41042888 -0.15223653  0.74899634]]]
0,[[[ 0.15093035  3.09478656 -0.03226101]]],[[[-0.40850306 -0.15081658  0.74399001]]]
0,[[[ 0.15215026  3.0893651  -0.05514666]]],[[[-0.40796324 -0.15027915  0.74129912]]]
0,[[[ 0.15212705  3.08944252 -0.05494064]]],[[[-0.40905163 -0.15028403  0.74132356]]]
0,[[[ 0.15489212  3.07823338 -0.02166143]]],[[[-0.41184312 -0.15100301  0.74492619]]]
0,[[[ 0.14281312  3.08019779 -0.01882878]]],[[[-0.40974447 -0.14995052  0.74040147]]]
0,[[[ 0.16066579  3.09049743 -0.05238759]]],[[[-0.40726922 -0.14878707  0.73591684]]]
0,[[[ 0.16200906  3.08841661 -0.05658218]]],[[[-0.40704444 -0.14853738  0.73599473]]]
0,[[[ 0.15943841  3.09591906 -0.02957375]]],[[[-0.40887137 -0.14877862  0.73856486]]]
0,[[[ 0.16199702  3.08845743 -0.05647615]]],[[[-0.40758474 -0.14853978  0.73600681]]]
0,[[[-0.16638865 -3.18281326  0.05753635]]],[[[-0.40791927 -0.14873343  0.73564549]]]
0,[[[ 0.15944928  3.09604102 -0.0295004 ]]],[[[-0.40994114 -0.14931386  0.7385627 ]]]
0,[[[ 0.15941559  3.09599846 -0.02943907]]],[[[-0.40995075 -0.14878163  0.73858005]]]
0,[[[-0.16634914 -3.18285256  0.05737721]]],[[[-0.4084735  -0.14820737  0.73568318]]]
0,[[[ 0.17774427  3.07237914 -0.04934097]]],[[[-0.41107694 -0.14938531  0.74087303]]]
0,[[[ 0.17776298  3.07231831 -0.04945628]]],[[[-0.41053229 -0.14938262  0.74085951]]]
0,[[[ 0.15478593  3.07813659 -0.02146247]]],[[[-0.41186439 -0.14993006  0.74496478]]]
0,[[[ 0.17155937  3.09402857 -0.0322209 ]]],[[[-0.41039428 -0.1492726   0.74301921]]]
0,[[[ 0.16526282  3.08242867 -0.08036914]]],[[[-0.41051777 -0.14915258  0.74300981]]]
0,[[[ 0.15078713  3.09495269 -0.03169884]]],[[[-0.41178604 -0.14975404  0.74407421]]]
0,[[[ 0.16831467  3.07085644 -0.04782408]]],[[[-0.41393552 -0.15043562  0.74675802]]]
0,[[[ 0.15350121  3.11757089 -0.01387592]]],[[[-0.41123248 -0.14913924  0.74038472]]]
0,[[[ 0.16832682  3.07106114 -0.04768993]]],[[[-0.41501722 -0.15097679  0.74675589]]]
0,[[[ 0.16208366  3.09318571 -0.03059866]]],[[[-0.41593612 -0.15248538  0.74887594]]]
0,[[[-0.20193772 -3.20160892  0.08003245]]],[[[-0.41686937 -0.15391611  0.75180511]]]
0,[[[ 0.15716794  3.0775037  -0.02239838]]],[[[-0.41768481 -0.15496108  0.75499641]]]
0,[[[ 0.153077    3.09446182 -0.03277367]]],[[[-0.41594083 -0.15531708  0.75405044]]]
0,[[[ 0.1619238   3.07122237 -0.05170169]]],[[[-0.4192353  -0.1572472   0.76204734]]]
0,[[[ 0.16458674  3.09236202 -0.03205928]]],[[[-0.41684883 -0.15756237  0.75893924]]]
0,[[[ 0.16210916  3.07133313 -0.05220414]]],[[[-0.41806439 -0.15888051  0.76192701]]]
0,[[[ 0.15445243  3.09349205 -0.03022893]]],[[[-0.4189939  -0.15998659  0.76460974]]]
0,[[[ 0.15242601  3.0698434  -0.05094583]]],[[[-0.42043169 -0.16112479  0.76801842]]]
0,[[[ 0.16452624  3.07035242 -0.0536176 ]]],[[[-0.42241131 -0.16246496  0.77239977]]]
0,[[[ 0.14308355  3.0708701  -0.05308158]]],[[[-0.42216727 -0.16241378  0.77349226]]]
0,[[[ 0.15418181  3.07103826 -0.05176703]]],[[[-0.42410707 -0.16328937  0.77833706]]]
0,[[[ 0.13734942  3.08818132 -0.05875635]]],[[[-0.42085749 -0.16228512  0.77287207]]]
0,[[[ 0.14989056  3.08654096 -0.06161236]]],[[[-0.42366948 -0.16402111  0.77777744]]]
0,[[[ 0.14667415  3.06517173 -0.07922947]]],[[[-0.42633545 -0.16538786  0.78087346]]]
0,[[[ 0.14768507  3.06569913 -0.08284342]]],[[[-0.42755066 -0.16644385  0.78050762]]]
0,[[[ 0.14766776  3.06596192 -0.08241576]]],[[[-0.42926394 -0.1670159   0.78053594]]]
0,[[[ 0.13743027  3.08910256 -0.05792421]]],[[[-0.42699704 -0.16619947  0.77282779]]]
0,[[[ 0.15430017  3.04452259 -0.09836626]]],[[[-0.43162138 -0.16810005  0.7776675 ]]]
0,[[[ 0.14327835  3.04464457 -0.09874803]]],[[[-0.43076764 -0.16775983  0.77285012]]]
0,[[[ 0.13129508  3.07239466 -0.04929344]]],[[[-0.43012493 -0.1677273   0.76892155]]]
0,[[[ 0.1412943   3.04664795 -0.09624672]]],[[[-0.42793471 -0.1668553   0.76231456]]]
0,[[[0.04684608 2.14749442 0.56542733]]],[[[-0.43107267 -0.16680218  0.76560666]]]
0,[[[ 0.12374533  3.06544688 -0.09918967]]],[[[-0.42857938 -0.16447737  0.75709081]]]
0,[[[ 0.14226588  3.04302212 -0.11731916]]],[[[-0.43208132 -0.16452132  0.75916542]]]
0,[[[-0.15114899 -3.22582894  0.12648707]]],[[[-0.43481932 -0.16468737  0.75865848]]]
0,[[[ 0.13099728  3.04575007 -0.11537806]]],[[[-0.43554884 -0.16445585  0.75444575]]]
0,[[[ 0.13320834  3.04250673 -0.14001483]]],[[[-0.43677634 -0.16418887  0.75068372]]]
0,[[[ 0.12545748  3.02985371 -0.10683875]]],[[[-0.43968253 -0.16487979  0.75078089]]]
0,[[[ 0.12937995  3.04625676 -0.11078527]]],[[[-0.43902574 -0.16402458  0.74503272]]]
0,[[[ 0.15577945  3.00761956 -0.15156644]]],[[[-0.44049793 -0.16340632  0.74277003]]]
0,[[[ 0.1273792   3.04776733 -0.10732739]]],[[[-0.43794758 -0.16112814  0.73551228]]]
0,[[[ 0.14480783  3.02807542 -0.12427144]]],[[[-0.44016098 -0.15977201  0.73722761]]]
0,[[[ 0.13553201  3.04855119 -0.10388675]]],[[[-0.43677963 -0.15648714  0.73065931]]]
0,[[[ 0.11812428  3.06760108 -0.08744368]]],[[[-0.43670349 -0.15413612  0.7289677 ]]]
0,[[[ 0.13276493  3.05892373 -0.13422603]]],[[[-0.43669274 -0.15201808  0.7269777 ]]]
0,[[[ 0.11883009  3.06444768 -0.1067972 ]]],[[[-0.43750031 -0.150119    0.72612705]]]
0,[[[ 0.13687898  3.07218339 -0.13816321]]],[[[-0.43626629 -0.14716166  0.72189912]]]
0,[[[ 0.13470289  3.07615076 -0.11460462]]],[[[-0.43925974 -0.14522109  0.72532569]]]
0,[[[ 0.14091468  3.0564903  -0.12981929]]],[[[-0.43874347 -0.14270184  0.72319347]]]
0,[[[ 0.14500064  3.07174268 -0.13465877]]],[[[-0.43587005 -0.13912507  0.71758545]]]
0,[[[ 0.140557    3.05547543 -0.12904067]]],[[[-0.44007617 -0.13859472  0.72366157]]]
0,[[[ 0.15291321  3.05090465 -0.15205694]]],[[[-0.44078056 -0.1371164   0.72482286]]]
0,[[[0.02600464 2.10869742 0.57178218]]],[[[-0.44155674 -0.13576174  0.72656971]]]
0,[[[ 0.17076362  3.02956647 -0.17191151]]],[[[-0.44218309 -0.13546439  0.72649845]]]
0,[[[ 0.18315267  3.02587448 -0.19513751]]],[[[-0.44312364 -0.13493994  0.72717948]]]
0,[[[0.0261007  2.10789671 0.56653362]]],[[[-0.44277864 -0.13423394  0.7268473 ]]]
0,[[[ 0.18351045  3.02415545 -0.19533509]]],[[[-0.44381208 -0.13525311  0.72744539]]]
0,[[[ 0.17691683  3.0449345  -0.17753614]]],[[[-0.44575949 -0.13602008  0.73018341]]]
0,[[[ 0.18211154  3.02992075 -0.17428345]]],[[[-0.44579282 -0.1360726   0.73046902]]]
0,[[[ 0.1641153   3.01813509 -0.14257803]]],[[[-0.44821231 -0.13677923  0.73575681]]]
0,[[[ 0.17735701  3.01211304 -0.16828569]]],[[[-0.4476911  -0.13655489  0.73665859]]]
0,[[[ 0.1773778   3.0117041  -0.16906673]]],[[[-0.44605299 -0.13600996  0.73659966]]]
0,[[[ 0.17302583  3.02712487 -0.17665026]]],[[[-0.44337545 -0.1353507   0.73590775]]]
0,[[[ 0.17093515  3.03092574 -0.15268563]]],[[[-0.44374737 -0.13598672  0.73941263]]]
0,[[[ 0.17547403  3.02557683 -0.18088988]]],[[[-0.44611999 -0.13736577  0.74539489]]]
0,[[[ 0.17270751  3.00627892 -0.19994726]]],[[[-0.44603343 -0.13840148  0.74730524]]]
0,[[[ 0.18485854  3.00476882 -0.20444725]]],[[[-0.44754079 -0.139847    0.75142695]]]
0,[[[ 0.17172311  3.01019573 -0.1789605 ]]],[[[-0.4465391  -0.14064794  0.75065551]]]
0,[[[ 0.1722925   3.00852526 -0.18016449]]],[[[-0.44544877 -0.14200918  0.75065388]]]
0,[[[ 0.18276175  2.9869052  -0.22603948]]],[[[-0.44573603 -0.14342778  0.75230559]]]
0,[[[ 0.15356367  3.03088586 -0.15833193]]],[[[-0.44255005 -0.14376097  0.74918176]]]
0,[[[0.03137974 2.1525581  0.57772268]]],[[[-0.44354638 -0.14455172  0.75382558]]]
0,[[[ 0.16532325  3.03095465 -0.16269914]]],[[[-0.44231782 -0.14439213  0.75317724]]]
0,[[[ 0.17858207  3.02534348 -0.18896905]]],[[[-0.44165023 -0.14413021  0.75390546]]]
0,[[[ 0.16395014  3.00882286 -0.18615714]]],[[[-0.44252912 -0.14464848  0.75518956]]]
0,[[[ 0.16653169  3.02743252 -0.18485358]]],[[[-0.43999653 -0.14423083  0.74945973]]]
0,[[[ 0.16410674  3.01017117 -0.18512549]]],[[[-0.44461946 -0.14735369  0.75501909]]]
0,[[[ 0.16189343  2.99171749 -0.20442668]]],[[[-0.44702926 -0.1499941   0.75656747]]]
0,[[[ 0.15039846  2.99237326 -0.19995511]]],[[[-0.44600376 -0.15091961  0.7522955 ]]]
0,[[[ 0.1357823   3.03012984 -0.18181955]]],[[[-0.44348759 -0.15090518  0.74551074]]]
0,[[[ 0.14087691  3.01454853 -0.17505388]]],[[[-0.4456244  -0.1515762   0.74616224]]]
0,[[[ 0.13952826  2.99577746 -0.19671036]]],[[[-0.44826979 -0.15256517  0.74766005]]]
0,[[[ 0.1300213   3.01690474 -0.173176  ]]],[[[-0.44623282 -0.15158147  0.74155484]]]
0,[[[ 0.15666123  2.97753167 -0.21552316]]],[[[-0.4467556  -0.15060667  0.73867878]]]
0,[[[ 0.1193494   3.01642671 -0.17083307]]],[[[-0.44829693 -0.14931273  0.73765575]]]
0,[[[ 0.13002738  3.01474325 -0.19088022]]],[[[-0.44538207 -0.14663353  0.72894973]]]
0,[[[ 0.15501624  2.97639187 -0.22819581]]],[[[-0.44588401 -0.14524688  0.7265748 ]]]
0,[[[ 0.1434413   2.97848667 -0.20610954]]],[[[-0.44763878 -0.14481532  0.72643017]]]
0,[[[ 0.13196556  2.98063238 -0.20084473]]],[[[-0.4471483  -0.14441314  0.7224474 ]]]
0,[[[ 0.15601109  2.99414963 -0.22263358]]],[[[-0.44297751 -0.14266006  0.7129823 ]]]
0,[[[ 0.12403549  2.99804662 -0.19747423]]],[[[-0.44460864 -0.14237131  0.71352518]]]
0,[[[ 0.14577284  2.99332601 -0.22096044]]],[[[-0.44293758 -0.14052894  0.70940329]]]
0,[[[ 0.13313277  2.99736635 -0.19684359]]],[[[-0.44379351 -0.13930819  0.70912478]]]
0,[[[-0.02713833  2.1026752   0.59969008]]],[[[-0.44285689 -0.13791571  0.70601857]]]
0,[[[ 0.14224983  2.97694222 -0.2357223 ]]],[[[-0.44252567 -0.13750067  0.70244235]]]
0,[[[ 0.15029755  2.97705113 -0.23203997]]],[[[-0.4409931  -0.13603774  0.69820278]]]
0,[[[ 0.14981475  2.9785806  -0.23095843]]],[[[-0.44202152 -0.13528242  0.69822664]]]
0,[[[ 0.14479706  2.96305477 -0.22607438]]],[[[-0.44012771 -0.13374622  0.69485528]]]
0,[[[ 0.13753576  2.98009448 -0.20755767]]],[[[-0.44261737 -0.13340195  0.69836793]]]
0,[[[ 0.13979501  2.97700435 -0.23008444]]],[[[-0.44048955 -0.13222809  0.69481627]]]
0,[[[ 0.14781224  2.97698384 -0.22715418]]],[[[-0.43791072 -0.13079075  0.69055221]]]
0,[[[ 0.14434136  2.96130948 -0.22572865]]],[[[-0.44045619 -0.1308199   0.69537545]]]
0,[[[ 0.13860669  2.97588755 -0.22707729]]],[[[-0.44009144 -0.13031707  0.69538201]]]
0,[[[ 0.14435356  2.96086164 -0.22643538]]],[[[-0.43942133 -0.13030798  0.69533379]]]
