Dictionary,Rotation Vector,Translation Vector
0,[[[-0.29530858 -3.09477075  0.18205565]]],[[[-0.8116258  -0.19875752  1.51202046]]]
0,[[[ 0.29982646  3.13812732 -0.22923351]]],[[[-0.8040581  -0.1972455   1.50045977]]]
0,[[[-0.28315913 -3.06622179  0.193152  ]]],[[[-0.80749908 -0.19848376  1.50992769]]]
0,[[[0.13255654 2.0750068  0.55834102]]],[[[-0.80868755 -0.19927778  1.5146254 ]]]
0,[[[0.10953524 2.10621824 0.58732516]]],[[[-0.81532552 -0.20125381  1.52756759]]]
0,[[[0.10953524 2.10621824 0.58732516]]],[[[-0.81532552 -0.20125381  1.52756759]]]
0,[[[-0.30485996 -3.09993302  0.27966293]]],[[[-0.81475078 -0.20131241  1.52713203]]]
0,[[[0.12760744 2.10543118 0.51166235]]],[[[-0.81921118 -0.20270506  1.53641376]]]
0,[[[ 0.30784594  3.13859003 -0.23546072]]],[[[-0.82187726 -0.20425148  1.5410089 ]]]
0,[[[0.10982193 2.10593821 0.58708313]]],[[[-0.8133421  -0.20283504  1.52696239]]]
0,[[[-0.30460142 -3.0995413   0.27949034]]],[[[-0.81346183 -0.20348227  1.5267906 ]]]
0,[[[-0.26539705 -3.06570181  0.19690066]]],[[[-0.81746446 -0.20516217  1.53323887]]]
0,[[[-0.30446176 -3.09940001  0.27882737]]],[[[-0.81446598 -0.20567109  1.52659789]]]
0,[[[0.11599663 2.13014662 0.63819849]]],[[[-0.81570273 -0.20723082  1.52878902]]]
0,[[[-0.31705385 -3.12646675  0.22405326]]],[[[-0.82306738 -0.21104932  1.54168232]]]
0,[[[0.10287947 2.0750982  0.55467551]]],[[[-0.81166775 -0.20842148  1.5212355 ]]]
0,[[[0.10293387 2.07481159 0.5560079 ]]],[[[-0.81161097 -0.20951     1.52112904]]]
0,[[[-0.27654402 -3.09450733  0.18250555]]],[[[-0.8200213  -0.21213678  1.53543744]]]
0,[[[ 0.28219344  3.14025865 -0.2335922 ]]],[[[-0.81366552 -0.21208702  1.52302482]]]
0,[[[0.1030161  2.0729933  0.55974927]]],[[[-0.81257151 -0.21278214  1.52086287]]]
0,[[[0.10994467 2.10120461 0.60319658]]],[[[-0.815619   -0.21433327  1.52604447]]]
0,[[[ 0.28206237  3.14056417 -0.23327558]]],[[[-0.81354582 -0.21426484  1.52280063]]]
0,[[[-0.27776975 -3.09884796  0.22915685]]],[[[-0.81324038 -0.2147362   1.5222281 ]]]
0,[[[0.12796046 2.10112241 0.52959131]]],[[[-0.81971595 -0.21702812  1.53527265]]]
0,[[[-0.27360323 -3.13126312  0.22493829]]],[[[-0.82626743 -0.21931563  1.54872916]]]
0,[[[-0.27350315 -3.13104304  0.22503334]]],[[[-0.82504463 -0.22041228  1.5485414 ]]]
0,[[[ 0.28235102  3.15225624 -0.18912797]]],[[[-0.81687499 -0.21927891  1.53475496]]]
0,[[[ 0.27092193  3.12336795 -0.17368899]]],[[[-0.8309896  -0.22350287  1.56235256]]]
0,[[[ 0.30671778  3.14121369 -0.23336192]]],[[[-0.81862072 -0.22185804  1.53908607]]]
0,[[[ 0.30658136  3.1415156  -0.23303961]]],[[[-0.81850316 -0.22405851  1.53886492]]]
0,[[[ 0.30647872  3.1417312  -0.23250013]]],[[[-0.81953156 -0.22626673  1.53870101]]]
0,[[[0.12843583 2.1008102  0.54257595]]],[[[-0.81702489 -0.22691887  1.53439851]]]
0,[[[ 0.30627212  3.14217925 -0.2320158 ]]],[[[-0.81935692 -0.22956593  1.53837292]]]
0,[[[-0.31350389 -3.15720374  0.2691519 ]]],[[[-0.82031602 -0.23379146  1.54969878]]]
0,[[[-0.31298762 -3.15591262  0.27183945]]],[[[-0.80842349 -0.23584814  1.54843905]]]
0,[[[ 0.31273027  3.10571565 -0.27203846]]],[[[-0.78373317 -0.2349001   1.5222702 ]]]
0,[[[ 0.37159429  3.06488742 -0.3188542 ]]],[[[-0.78245977 -0.24037345  1.53603337]]]
0,[[[-0.27694522 -3.05780068  0.19362762]]],[[[-0.75942013 -0.24254043  1.50467291]]]
0,[[[-0.3380889  -3.08182811  0.27679854]]],[[[-0.75442995 -0.25317554  1.50943936]]]
0,[[[-0.3380889  -3.08182811  0.27679854]]],[[[-0.75442995 -0.25317554  1.50943936]]]
0,[[[-0.3380889  -3.08182811  0.27679854]]],[[[-0.75442995 -0.25317554  1.50943936]]]
0,[[[-0.3380889  -3.08182811  0.27679854]]],[[[-0.75442995 -0.25317554  1.50943936]]]
0,[[[-0.3380889  -3.08182811  0.27679854]]],[[[-0.75442995 -0.25317554  1.50943936]]]
0,[[[-0.25653428 -3.10380116  0.06559848]]],[[[-0.67725405 -0.3060112   1.43517609]]]
0,[[[ 0.25448083  3.15466307 -0.06582612]]],[[[-0.656963   -0.30453987  1.39970421]]]
0,[[[ 0.24150536  3.11795012 -0.10140326]]],[[[-0.64122646 -0.30571739  1.37415769]]]
0,[[[-0.23606485 -3.13858262  0.05232464]]],[[[-0.62687199 -0.30722671  1.35232214]]]
0,[[[-0.18296246 -3.12531434 -0.04731799]]],[[[-0.60799043 -0.30532595  1.31260813]]]
0,[[[-0.17880021 -3.12611868 -0.04604988]]],[[[-0.59543373 -0.30529637  1.2824881 ]]]
0,[[[-0.19550917 -3.16549185 -0.01019242]]],[[[-0.59445369 -0.30824825  1.2754242 ]]]
0,[[[-0.17012395 -3.12476012 -0.04406417]]],[[[-0.57511025 -0.30012999  1.22531842]]]
0,[[[-0.1869423  -3.16425757 -0.009386  ]]],[[[-0.57364111 -0.30266599  1.21939005]]]
0,[[[0.16216501 3.15395928 0.08724412]]],[[[-0.55509912 -0.29576726  1.18131165]]]
0,[[[-0.17766992 -3.1268741  -0.04339003]]],[[[-0.54412696 -0.29333978  1.16065174]]]
0,[[[0.19042953 3.1074865  0.00976814]]],[[[-0.54104695 -0.29485212  1.15500181]]]
0,[[[-0.17406565 -3.12743949 -0.04241968]]],[[[-0.53344605 -0.29189519  1.13698962]]]
0,[[[0.15245235 3.15268488 0.08188519]]],[[[-0.5216043  -0.28740042  1.11088785]]]
0,[[[0.13942495 3.18588973 0.10554216]]],[[[-0.51314829 -0.28470999  1.09285427]]]
0,[[[-0.15525993 -3.13593217 -0.13620081]]],[[[-0.51322083 -0.28643158  1.09643494]]]
0,[[[0.14947381 3.15235808 0.08051477]]],[[[-0.50945514 -0.28376877  1.08921757]]]
0,[[[0.1481013  3.14488889 0.04126327]]],[[[-0.50022691 -0.2772003   1.06249274]]]
0,[[[-1.79980868e-01 -3.13562115e+00 -6.04524637e-04]]],[[[-0.50044839 -0.27451769  1.05363754]]]
0,[[[0.17477162 3.14335538 0.03999907]]],[[[-0.49734895 -0.26840726  1.04035959]]]
0,[[[0.1649003  3.12548416 0.08743253]]],[[[-0.49781205 -0.26436033  1.03858813]]]
0,[[[0.17147458 3.1438334  0.03931845]]],[[[-0.48921407 -0.25490076  1.02101991]]]
0,[[[-0.14491463 -3.10697917 -0.02701058]]],[[[-0.48619659 -0.24852174  1.01087829]]]
0,[[[ 0.18288933  3.10781709 -0.02723969]]],[[[-0.48963398 -0.24559278  1.01007893]]]
0,[[[ 0.18280135  3.10781169 -0.02682888]]],[[[-0.4933499  -0.24342159  1.01019043]]]
0,[[[-0.14890758 -3.12010039 -0.07229353]]],[[[-0.48960587 -0.23784201  0.99841478]]]
0,[[[-0.15416364 -3.09960555 -0.0540668 ]]],[[[-0.48436847 -0.23064915  0.98698742]]]
0,[[[0.14649176 3.21253415 0.1057545 ]]],[[[-0.47763466 -0.2204166   0.97503834]]]
0,[[[-0.14953705 -3.11790401 -0.06858448]]],[[[-0.48719041 -0.21729485  0.99717267]]]
0,[[[-0.17361915 -3.11282577  0.01075945]]],[[[-0.48198725 -0.20796357  0.98541942]]]
0,[[[ 0.17770456  3.15841066 -0.01535864]]],[[[-0.48527328 -0.20477864  0.98556545]]]
0,[[[ 0.173504    3.12336494 -0.06916274]]],[[[-0.48965358 -0.20373523  0.98650012]]]
0,[[[ 0.18641563  3.12184473 -0.07031321]]],[[[-0.48826793 -0.20158255  0.97693121]]]
0,[[[ 0.18137195  3.12872585 -0.03361034]]],[[[-0.48405985 -0.19883487  0.96535674]]]
0,[[[ 0.1977773   3.12231339 -0.06716119]]],[[[-0.48651968 -0.1984014   0.96746811]]]
0,[[[ 0.21602617  3.09839451 -0.05776968]]],[[[-0.48448572 -0.19585386  0.9592939 ]]]
0,[[[ 0.21599316  3.09839515 -0.05743873]]],[[[-0.48661122 -0.19517363  0.95937093]]]
0,[[[ 0.19894147  3.10728037 -0.02200596]]],[[[-0.48682385 -0.193824    0.95704914]]]
0,[[[ 0.18460263  3.10719226 -0.02379902]]],[[[-0.48409355 -0.19050004  0.94999033]]]
0,[[[ 0.19642607  3.14811043 -0.04425708]]],[[[-0.475263   -0.18446844  0.92998001]]]
0,[[[ 0.21973182  3.07040217 -0.08064807]]],[[[-0.48183036 -0.18461184  0.93922999]]]
0,[[[ 0.21969367  3.07053699 -0.08017463]]],[[[-0.48391216 -0.18462657  0.93930561]]]
0,[[[ 0.2206371   3.07096883 -0.08410723]]],[[[-0.48471046 -0.18454259  0.93887283]]]
4,[[[ 3.12801932 -0.11622488 -0.14472877]]],[[[-0.64267949 -0.1479889   1.52598689]]]
4,[[[ 3.02655445 -0.13017166  1.47585812]]],[[[-0.625411   -0.14198376  1.50100781]]]
4,[[[ 3.09518883 -0.13893774 -0.11851149]]],[[[-0.64143114 -0.14562456  1.53892711]]]
4,[[[ 2.98179429 -0.10746402  1.4896456 ]]],[[[-0.62764414 -0.14322846  1.50833379]]]
4,[[[ 3.10758119 -0.10853934 -0.19340103]]],[[[-0.63406968 -0.1455156   1.52322489]]]
4,[[[ 3.12791226 -0.11618846 -0.14616131]]],[[[-0.63493767 -0.14688255  1.5259922 ]]]
4,[[[ 3.0305099  -0.13072879  1.47553375]]],[[[-0.6243322  -0.14525127  1.50102985]]]
4,[[[ 3.13446463 -0.10985928 -0.22528065]]],[[[-0.63629516 -0.14927878  1.52789648]]]
4,[[[ 3.0817664  -0.12610059  1.41259495]]],[[[-0.64150238 -0.15177303  1.53959695]]]
4,[[[ 3.12843506 -0.11585097 -0.14588358]]],[[[-0.63606906 -0.15131586  1.52605246]]]
4,[[[ 3.12843506 -0.11585097 -0.14588358]]],[[[-0.63606906 -0.15131586  1.52605246]]]
4,[[[ 3.13779888 -0.10121833 -0.29217921]]],[[[-0.62085538 -0.14809647  1.48820485]]]
4,[[[ 3.08315674 -0.12629953  1.41525205]]],[[[-0.64260782 -0.15400342  1.53957152]]]
4,[[[ 3.10876867 -0.10776694 -0.19292494]]],[[[-0.63629621 -0.15325364  1.52326793]]]
4,[[[ 3.1286924  -0.1156921  -0.14564129]]],[[[-0.63718779 -0.1535326   1.52608215]]]
4,[[[ 3.04259033 -0.14880117  1.42884751]]],[[[-0.64487546 -0.1546201   1.54567619]]]
4,[[[ 3.07270941 -0.11316997  1.47295021]]],[[[-0.64029314 -0.15364766  1.53603168]]]
4,[[[-3.15874067  0.10959699  0.19629462]]],[[[-0.63518954 -0.15214823  1.52326228]]]
4,[[[ 3.07270941 -0.11316997  1.47295021]]],[[[-0.64029314 -0.15364766  1.53603168]]]
4,[[[ 3.08396335 -0.12635655  1.41353368]]],[[[-0.64148999 -0.15400295  1.53956712]]]
4,[[[ 3.08396335 -0.12635655  1.41353368]]],[[[-0.64148999 -0.15400295  1.53956712]]]
4,[[[ 3.08396335 -0.12635655  1.41353368]]],[[[-0.64148999 -0.15400295  1.53956712]]]
4,[[[ 3.04335592 -0.14885727  1.42715273]]],[[[-0.64375628 -0.15462038  1.54567917]]]
4,[[[ 3.09613955 -0.13830704 -0.1188386 ]]],[[[-0.6413779  -0.15454146  1.53879928]]]
4,[[[ 3.15927599 -0.11613572 -0.18007305]]],[[[-0.63765183 -0.15396888  1.53050505]]]
4,[[[ 3.15942999 -0.11603302 -0.18000117]]],[[[-0.63767204 -0.1550839   1.5305536 ]]]
4,[[[ 3.046704   -0.14929663  1.42833803]]],[[[-0.64378001 -0.15798879  1.54573596]]]
4,[[[ 3.09661458 -0.13799188 -0.11899108]]],[[[-0.64135362 -0.15899993  1.53874097]]]
4,[[[ 3.10743749 -0.1077728  -0.1934205 ]]],[[[-0.63452906 -0.15875068  1.52300219]]]
4,[[[ 3.16019798 -0.11552156 -0.17963375]]],[[[-0.63777478 -0.16066048  1.53080037]]]
4,[[[ 3.13647678 -0.108422   -0.22484529]]],[[[-0.63645863 -0.16151049  1.52828928]]]
4,[[[ 3.13665913 -0.10829199 -0.22480226]]],[[[-0.63647429 -0.16262298  1.5283269 ]]]
4,[[[ 3.13684139 -0.10816209 -0.22475866]]],[[[-0.63649007 -0.16373555  1.52836484]]]
4,[[[-3.14196248  0.09420387  0.15032714]]],[[[-0.64355678 -0.16620192  1.54873152]]]
4,[[[ 3.09794273 -0.09411565 -0.11913221]]],[[[-0.63985276 -0.16659038  1.54184525]]]
4,[[[ 3.10067995 -0.12820179  1.41439514]]],[[[-0.63806672 -0.1684965   1.53938466]]]
4,[[[ 3.11667565 -0.12606257 -0.0635542 ]]],[[[-0.64823732 -0.17290666  1.56617586]]]
4,[[[ 3.11085696 -0.10603175 -0.1947325 ]]],[[[-0.62862547 -0.16763247  1.52341204]]]
4,[[[ 3.09845711 -0.11693947 -0.1195933 ]]],[[[-0.64374641 -0.17140778  1.56283223]]]
4,[[[ 3.05409535 -0.10616309  1.41996632]]],[[[-0.63680379 -0.16901561  1.54920544]]]
4,[[[-3.12329434  0.07948263  0.0971219 ]]],[[[-0.64682282 -0.17225146  1.57585823]]]
4,[[[ 3.01420593 -0.12854202  1.43376576]]],[[[-0.63688397 -0.17069312  1.55419814]]]
4,[[[ 3.09849458 -0.11678076 -0.12018583]]],[[[-0.64033762 -0.17253871  1.56280836]]]
4,[[[ 3.09846687 -0.11675436 -0.12037256]]],[[[-0.63920314 -0.17253831  1.56280471]]]
4,[[[ 3.11652657 -0.12595326 -0.06441497]]],[[[-0.63914574 -0.17290451  1.56615612]]]
4,[[[ 3.0984115  -0.11670138 -0.1207475 ]]],[[[-0.63693422 -0.17253752  1.56279747]]]
4,[[[ 3.05895665 -0.10675735  1.41080715]]],[[[-0.63076859 -0.17130081  1.54955205]]]
4,[[[ 3.0984115  -0.11670138 -0.1207475 ]]],[[[-0.63693422 -0.17253752  1.56279747]]]
4,[[[ 3.01824399 -0.12888617  1.42743298]]],[[[-0.63241164 -0.1718294   1.55428185]]]
4,[[[ 3.1551937  -0.08011686 -0.09868073]]],[[[-0.64115038 -0.17454828  1.57595621]]]
4,[[[ 3.06208325 -0.1068438   1.41098518]]],[[[-0.63010064 -0.17239524  1.54929058]]]
4,[[[ 3.09862945 -0.11651389 -0.1210042 ]]],[[[-0.63578991 -0.17480147  1.5627696 ]]]
4,[[[-3.15954887  0.10590461  0.06859167]]],[[[-0.64686249 -0.17813224  1.59000794]]]
4,[[[-3.14072121  0.09324847  0.15256851]]],[[[-0.63016179 -0.17408676  1.54892422]]]
4,[[[ 3.02271395 -0.12949603  1.42880166]]],[[[-0.6325004  -0.17636255  1.55449962]]]
4,[[[-3.14038017  0.09297518  0.15222591]]],[[[-0.63131002 -0.17746429  1.54898638]]]
4,[[[ 3.09926831 -0.11613917 -0.12097931]]],[[[-0.63690117 -0.18046286  1.56271629]]]
4,[[[ 3.09939055 -0.11605895 -0.12101054]]],[[[-0.63689683 -0.18159509  1.56270564]]]
4,[[[ 3.15587645 -0.07967309 -0.09803457]]],[[[-0.64239971 -0.18372354  1.5762185 ]]]
4,[[[ 3.18767199 -0.07938573 -0.13662049]]],[[[-0.64448148 -0.18537342  1.58061125]]]
4,[[[ 3.13187716 -0.07183841 -0.15137498]]],[[[-0.64183133 -0.18560077  1.57270525]]]
4,[[[ 3.15610372 -0.07951592 -0.09770161]]],[[[-0.64358158 -0.18716477  1.57631446]]]
4,[[[ 3.09990299 -0.11576585 -0.12094374]]],[[[-0.63801452 -0.1861245   1.56266831]]]
4,[[[ 3.06196496 -0.0948615   1.47631398]]],[[[-0.63081904 -0.18438762  1.54623783]]]
4,[[[-3.28279318  0.20919029 -0.1154629 ]]],[[[-0.81944988 -0.31174863  1.669243  ]]]
4,[[[ 3.15623323 -0.07944866 -0.09777339]]],[[[-0.64245601 -0.18831315  1.57635674]]]
4,[[[ 3.13229373 -0.07154139 -0.15148414]]],[[[-0.64072121 -0.18903177  1.57277903]]]
4,[[[-3.15879166  0.1053418   0.06874316]]],[[[-0.64683599 -0.1908105   1.58994275]]]
4,[[[ 3.132151   -0.11621513 -0.15184055]]],[[[-0.63790261 -0.18927265  1.57005107]]]
4,[[[ 3.13245649 -0.07140523 -0.1518689 ]]],[[[-0.63845484 -0.19017671  1.57281369]]]
4,[[[ 3.07824267 -0.11200252  1.41814154]]],[[[-0.64668706 -0.19417146  1.59430877]]]
4,[[[-3.19763747  0.13328169  0.04623803]]],[[[-0.64986166 -0.19756952  1.60024038]]]
4,[[[ 3.15702485 -0.07898211 -0.09750631]]],[[[-0.64029225 -0.19749775  1.5766571 ]]]
4,[[[ 3.15563481 -0.10314165 -0.1011415 ]]],[[[-0.64900214 -0.20212274  1.59739114]]]
4,[[[ 3.15585465 -0.10301941 -0.10114067]]],[[[-0.64787811 -0.20445074  1.59747513]]]
4,[[[ 3.10644265 -0.1513995   0.10198875]]],[[[-0.6459666  -0.20842616  1.60793082]]]
4,[[[ 3.14065257e+00 -8.94327288e-02 -1.75952420e-03]]],[[[-0.62116428 -0.20504726  1.57312219]]]
4,[[[ 3.10375342 -0.12778678  0.09855303]]],[[[-0.61413343 -0.20864149  1.58519045]]]
4,[[[ 3.18108243 -0.13287372 -0.03783051]]],[[[-0.60091358 -0.21191116  1.57758203]]]
4,[[[-2.62979873  0.14174912 -1.03382722]]],[[[-0.58528848 -0.21603888  1.56229708]]]
4,[[[-3.27185365  0.21762023 -0.03772924]]],[[[-0.56692783 -0.22245015  1.53739998]]]
4,[[[-3.31229121  0.23449021 -0.09436967]]],[[[-0.54623976 -0.23148266  1.51254728]]]
4,[[[-3.39722662  0.26976418 -0.18919513]]],[[[-0.50908635 -0.23353797  1.45348374]]]
4,[[[-3.01492463  0.13164111 -0.39837234]]],[[[-0.54538124 -0.27080431  1.59933775]]]
4,[[[-3.18192137  0.12610045 -0.00673514]]],[[[-0.48035003 -0.25381928  1.43289797]]]
4,[[[-2.54741314  0.01602367 -0.69658424]]],[[[-0.46065715 -0.25547866  1.39724543]]]
4,[[[ 3.04302026 -0.11343329  0.15387345]]],[[[-0.44804017 -0.25709624  1.38064403]]]
4,[[[ 3.14941866 -0.08905223  0.15872471]]],[[[-0.43423976 -0.25802946  1.36324736]]]
4,[[[-3.14889917 -0.01452201  0.0742541 ]]],[[[-0.40960198 -0.2514451   1.30960936]]]
4,[[[ 3.12923942  0.01277151 -0.06586131]]],[[[-0.39563161 -0.25128822  1.27977756]]]
4,[[[ 3.05598659 -0.01856378  0.07384777]]],[[[-0.38566865 -0.25220525  1.25648269]]]
4,[[[-3.18182756  0.0191342  -0.00417356]]],[[[-0.37612811 -0.24971938  1.22752675]]]
4,[[[3.05491720e+00 5.59996140e-04 1.35470502e-01]]],[[[-0.37602942 -0.25257939  1.22729974]]]
4,[[[ 3.06007521 -0.01768072  0.0689882 ]]],[[[-0.3670083  -0.24898546  1.20136462]]]
4,[[[-2.62814266 -0.04132582 -0.66486608]]],[[[-0.35867417 -0.24705117  1.18865194]]]
4,[[[ 3.14218262e+00  3.37814338e-02 -1.70168485e-03]]],[[[-0.35056733 -0.24526043  1.1732506 ]]]
4,[[[ 3.09939295  0.01174736 -0.0501402 ]]],[[[-0.33708264 -0.24032924  1.13774743]]]
4,[[[-3.18031993 -0.02919663  0.05449152]]],[[[-0.33172036 -0.23924347  1.12584411]]]
4,[[[3.10403138e+00 1.51091896e-02 1.62747806e-03]]],[[[-0.33010385 -0.24104569  1.12663699]]]
4,[[[3.06456216 0.01476068 0.06189772]]],[[[-0.32084087 -0.23720689  1.10395118]]]
4,[[[ 3.10213461e+00  2.99594515e-02 -2.34890404e-03]]],[[[-0.31426279 -0.23386912  1.09216151]]]
4,[[[3.10459788e+00 4.51061011e-02 1.39189963e-03]]],[[[-0.30954069 -0.23029503  1.08188712]]]
4,[[[ 3.06870828  0.02650853 -0.04688265]]],[[[-0.30823113 -0.22855814  1.07183926]]]
4,[[[-3.21193651 -0.03976615  0.09613605]]],[[[-0.30506605 -0.22370421  1.0508597 ]]]
4,[[[-3.18211444 -0.05387182  0.09811818]]],[[[-0.30618647 -0.22054374  1.04947321]]]
4,[[[ 3.1250586   0.05199089 -0.10549404]]],[[[-0.3023767  -0.21303302  1.03704868]]]
4,[[[ 3.12418842  0.05154529 -0.10611885]]],[[[-0.30159552 -0.20699541  1.03694732]]]
4,[[[-3.18391393 -0.05157191  0.09635176]]],[[[-0.30085876 -0.20112374  1.02993111]]]
4,[[[-2.57082152 -0.04485039 -0.8477707 ]]],[[[-0.30414242 -0.19924971  1.03173076]]]
4,[[[-3.21225645 -0.0401069   0.03879284]]],[[[-0.31065377 -0.19948766  1.04280734]]]
4,[[[ 3.11191671  0.0449512  -0.15145997]]],[[[-0.30630035 -0.19364453  1.02498082]]]
4,[[[-2.66008957 -0.01952305 -0.91550121]]],[[[-0.30482436 -0.18771821  1.0227785 ]]]
4,[[[ 3.20655672  0.06025261 -0.23126982]]],[[[-0.29533252 -0.17510455  0.99485248]]]
4,[[[ 3.18759061  0.06592626 -0.27011404]]],[[[-0.29339526 -0.1660642   0.99253769]]]
4,[[[ 3.14117852  0.0491966  -0.22807947]]],[[[-0.29419551 -0.1597663   0.99466372]]]
4,[[[ 3.08685559  0.01610507 -0.08919149]]],[[[-0.30167872 -0.16009525  1.01140238]]]
4,[[[ 3.09812928  0.00738162 -0.04047905]]],[[[-0.30535447 -0.16039148  1.01329851]]]
4,[[[-2.69664223 -0.00896955 -0.93701446]]],[[[-0.30694417 -0.16044856  1.0132818 ]]]
4,[[[ 3.13022479  0.0236583  -0.05871712]]],[[[-0.30717639 -0.15961247  1.00961299]]]
4,[[[ 3.16164513  0.0109601  -0.07484681]]],[[[-0.30638544 -0.15808539  1.0058021 ]]]
4,[[[ 3.14454683  0.01798867 -0.12086558]]],[[[-0.30703788 -0.15703716  1.00372621]]]
4,[[[ 3.16129974  0.01084715 -0.07472211]]],[[[-0.30854904 -0.15661427  1.00572399]]]
4,[[[ 3.14222135e+00  3.04367466e-04 -1.97696767e-03]]],[[[-0.30798574 -0.15470626  1.00276149]]]
4,[[[ 3.1787212   0.02642685 -0.20371118]]],[[[-0.29928957 -0.14800024  0.97313873]]]
4,[[[ 3.12957106  0.0103335  -0.16229563]]],[[[-0.30065895 -0.14596838  0.97474852]]]
4,[[[ 3.10418695 -0.00469004 -0.1414749 ]]],[[[-0.30350974 -0.1454329   0.97940383]]]
4,[[[ 3.14340708 -0.01138214 -0.11841192]]],[[[-0.30717818 -0.1463224   0.98549801]]]
4,[[[ 3.14340708 -0.01138214 -0.11841192]]],[[[-0.30717818 -0.1463224   0.98549801]]]
8,[[[0.13432302 2.33032054 0.43372964]]],[[[-0.69297732 -0.22021342  1.62008858]]]
