time diff
10.72
0.353024
0.353024
0.329984
0.34816
0.314112
0.45056
0.386816
0.370688
0.31872
0.442624
0.383232
0.33024
0.415232
0.43136
0.391936
0.304896
0.30976
0.388864
0.404224
0.30976
0.399872
0.363776
0.327424
0.373248
0.431872
0.427264
0.389888
0.404736
0.397312
0.298752
0.431872
0.349952
0.378368
0.458752
0.379392
0.293888
0.356352
0.325376
0.377856
0.328704
0.37376
0.37888
0.351744
0.370944
0.38016
0.335616
0.307456
0.358912
0.366848
0.311296
0.35968
0.34048
0.379648
0.285696
0.410112
0.438016
0.37248
0.388608
0.406528
0.342272
0.420096
0.416
0.421632
0.412672
0.42624
0.4096
0.423424
0.414976
0.405248
0.388864
0.397568
0.40576
0.407552
0.347904
0.348928
0.416768
0.348928
0.412416
0.406272
0.425984
0.447744
0.428288
0.351488
0.360448
0.387584
0.32768
0.35328
0.372224
0.375808
0.350464
0.32896
0.315136
0.316672
0.402432
0.354048
0.340736
0.322048
0.3008
0.345856
0.336384
0.313088
0.316416
0.32896
0.328448
0.321536
0.32384
0.318464
0.2752
0.34688
0.336128
0.328704
0.30336
0.315392
0.36864
0.377856
0.372224
0.311552
0.3328
0.312576
0.379648
0.35072
0.37376
0.34432
0.3264
0.338176
0.410368
0.347648
0.3392
0.27776
0.382976
0.353024
0.333056
0.39552
0.400384
0.350464
0.327936
0.306176
0.3904
0.357888
0.33792
0.345344
0.385024
0.350976
0.348672
0.353792
0.418048
0.349952
0.347392
0.303104
0.335616
0.41472
0.411136
0.339712
0.398848
0.40704
0.345856
0.341248
0.345344
0.33792
0.410624
0.404224
0.404224
0.34048
0.349952
0.342016
0.407808
0.340736
0.354304
0.334848
0.410368
0.30976
0.311296
0.378112
0.349696
0.333824
0.33536
0.388864
0.3584
0.35712
0.36352
0.351232
0.347136
0.321792
0.407296
0.408064
0.409088
0.355584
0.295424
0.357376
0.305664
0.363776
0.298752
0.289024
0.272384
0.35328
0.364544
0.304128
0.29568
0.283904
0.358656
0.361472
0.29568
0.302336
0.297472
0.291584
0.377344
0.365056
0.302848
0.289024
0.361984
0.351744
0.315392
0.349184
0.397056
0.422144
0.403712
0.301568
0.379648
0.362496
0.330496
0.3072
0.421632
0.361472
0.398336
0.435456
0.354304
0.409856
0.367872
0.30208
0.385792
0.357376
0.339456
0.363008
0.29952
0.270336
0.302336
0.302848
0.26752
0.359936
0.33408
0.35072
0.39808
0.387072
0.347392
0.275456
0.40448
0.353024
0.34688
0.349952
0.419072
0.436736
0.411648
0.345856
0.41216
0.35968
0.290304
0.288256
0.395008
0.401408
0.338944
0.34688
0.318208
0.384
0.349696
0.3456
0.348672
0.322816
0.416512
0.344576
0.343296
0.41472
0.342016
0.342528
0.340736
0.345344
0.406528
0.383488
0.411392
0.344576
0.359168
0.40064
0.367104
0.312576
0.303872
0.393472
0.371968
0.333568
0.340992
0.427264
0.41472
0.34048
0.315392
0.304896
0.379136
0.328192
0.328448
0.311808
0.29568
0.393984
0.327424
0.31488
0.329216
0.327168
0.428288
0.297984
0.295168
0.374272
0.373504
0.353792
0.346368
0.385792
0.366336
0.363008
0.34688
0.440064
0.36736
0.352
0.345088
0.43776
0.366848
0.35584
0.333056
0.352512
0.432128
0.381952
0.37248
0.384768
0.34944
0.350464
0.434432
0.377344
0.383232
0.360448
0.324864
0.356096
0.432384
0.418304
0.368896
0.368384
0.352512
0.315392
0.375296
0.454144
0.347392
0.354048
0.346112
0.429568
0.372736
0.354304
0.339968
0.316416
0.358912
0.308224
0.29056
0.352512
0.440576
0.379136
0.366592
0.353536
0.397312
0.386816
0.356864
0.321792
0.312832
0.377344
0.349952
0.357376
0.37504
0.352512
0.416
0.358912
0.303872
0.388352
0.364032
0.318976
0.406272
0.439296
0.367104
0.361728
0.352
0.378368
0.366592
0.35712
0.347648
0.311808
0.425984
0.369664
0.348672
0.352512
0.431872
0.380672
0.365824
0.35712
0.320256
0.43776
0.374016
0.33664
0.342016
0.374784
0.354304
0.353536
0.315648
0.381184
0.352
0.279296
0.380416
0.358912
0.347648
0.388352
0.361216
0.35584
0.382464
0.362496
0.397056
0.334848
0.31616
0.379648
0.3648
0.371968
0.317952
0.41984
0.4224
0.377088
0.372992
0.318208
0.301056
0.382976
0.368384
0.369408
0.436992
0.36096
0.354048
0.450048
0.373248
0.437248
0.368896
0.369408
0.32
0.429312
0.403456
0.3712
0.345088
0.309504
0.388864
0.374784
0.357632
0.295936
0.39552
0.404736
0.368128
0.415488
0.405504
0.405504
0.37888
0.378112
0.328704
0.473344
0.406016
