Gyro t,Gyro X, Gyro Y, Gyro Z,Accel t, Accel X, Accel Y, Accel Z 
17917779319189,-0.0335093,-0.151738,0.202033,17917779280764,0,0.687744,-2.75098
17917779402577,-0.0335093,-0.151738,0.202033,17917779364133,0,0.687744,-2.75098
17917779486001,-0.0335093,-0.151738,0.202033,17917779447558,0,0.687744,-2.75098
17917779569296,-0.0335093,-0.151738,0.202033,17917779530945,0,0.687744,-2.75098
17917779652665,-0.0335093,-0.151738,0.202033,17917779614240,0,0.687744,-2.75098
17917779735979,-0.0335093,-0.151738,0.202033,17917779697628,0,0.687744,-2.75098
17917779819274,-0.0335093,-0.151738,0.202033,17917779780867,0,0.687744,-2.75098
17917779902606,-0.0335093,-0.151738,0.202033,17917779864181,0,0.687744,-2.75098
17917779985827,-0.0335093,-0.151738,0.202033,17917779947457,0,0.687744,-2.75098
17917780077770,-0.0335093,-0.151738,0.202033,17917780039289,0,0.687744,-2.75098
17917780162713,-0.0335093,-0.151738,0.202033,17917780124343,0,0.687744,-2.75098
17917780246193,-0.0335093,-0.151738,0.202033,17917780207768,0,0.687744,-2.75098
17917780329470,-0.0335093,-0.151738,0.202033,17917780291026,0,0.687744,-2.75098
17917780412746,-0.0335093,-0.151738,0.202033,17917780374395,0,0.687744,-2.75098
17917780496152,-0.0335093,-0.151738,0.202033,17917780457727,0,0.687744,-2.75098
17917780579540,-0.0335093,-0.151738,0.202033,17917780541096,0,0.687744,-2.75098
17917780662816,-0.0335093,-0.151738,0.202033,17917780624428,0,0.687744,-2.75098
17917780746093,-0.0335093,-0.151738,0.202033,17917780707742,0,0.687744,-2.75098
17917780829425,-0.0335093,-0.151738,0.202033,17917780790963,0,0.687744,-2.75098
17917780912738,-0.0335093,-0.151738,0.202033,17917780874369,0,0.687744,-2.75098
17917780995959,-0.0335093,-0.151738,0.202033,17917780957571,0,0.687744,-2.75098
17917781079291,-0.0335093,-0.151738,0.202033,17917781040848,0,0.687744,-2.75098
17917781162679,-0.0335093,-0.151738,0.202033,17917781124235,0,0.687744,-2.75098
17917781246011,-0.0335093,-0.151738,0.202033,17917781207586,0,0.687744,-2.75098
17917781329343,-0.0335093,-0.151738,0.202033,17917781290899,0,0.687744,-2.75098
17917781412620,-0.0335093,-0.151738,0.202033,17917781374194,0,0.687744,-2.75098
17917781495915,-0.0335093,-0.151738,0.202033,17917781457582,0,0.687744,-2.75098
17917781579154,-0.0335093,-0.151738,0.202033,17917781540803,0,0.687744,-2.75098
17917781832224,-0.0335093,-0.151738,0.202033,17917781793280,0,0.687744,-2.75098
17917781916038,-0.0335093,-0.151738,0.202033,17917781877631,0,0.687744,-2.75098
17917781999573,-0.0335093,-0.151738,0.202033,17917781961204,0,0.687744,-2.75098
17917782082998,-0.0335093,-0.151738,0.202033,17917782044573,0,0.687744,-2.75098
17917782166423,-0.0335093,-0.151738,0.202033,17917782128016,0,0.687744,-2.75098
17917782250088,-0.0335093,-0.151738,0.202033,17917782211663,0,0.687744,-2.75098
17917782333698,-0.0335093,-0.151738,0.202033,17917782295198,0,0.687744,-2.75098
17917782417234,-0.0335093,-0.151738,0.202033,17917782378790,0,0.687744,-2.75098
17917782500621,-0.0335093,-0.151738,0.202033,17917782462270,0,0.687744,-2.75098
17917782584194,-0.0335093,-0.151738,0.202033,17917782545769,0,0.687744,-2.75098
17917782667711,-0.0335093,-0.151738,0.202033,17917782629267,0,0.687744,-2.75098
17917782751117,-0.0335093,-0.151738,0.202033,17917782712766,0,0.687744,-2.75098
17917782834634,-0.0335093,-0.151738,0.202033,17917782796228,0,0.687744,-2.75098
17917782918133,-0.0335093,-0.151738,0.202033,17917782879689,0,0.687744,-2.75098
17917783002076,-0.0335093,-0.151738,0.202033,17917782963355,0,0.687744,-2.75098
17917783085538,-0.0335093,-0.151738,0.202033,17917783047131,0,0.687744,-2.75098
17917783169037,-0.0335093,-0.151738,0.202033,17917783130630,0,0.687744,-2.75098
17917783252517,-0.0335093,-0.151738,0.202033,17917783214110,0,0.687744,-2.75098
17917783336034,-0.0335093,-0.151738,0.202033,17917783297664,0,0.687744,-2.75098
17917783419422,-0.0335093,-0.151738,0.202033,17917783381015,0,0.687744,-2.75098
17917783502828,-0.0335093,-0.151738,0.202033,17917783464439,0,0.687744,-2.75098
17917783586326,-0.0335093,-0.151738,0.202033,17917783547883,0,0.687744,-2.75098
17917783669936,-0.0335093,-0.151738,0.202033,17917783631492,0,0.687744,-2.75098
17917783753416,-0.0335093,-0.151738,0.202033,17917783715047,0,0.687744,-2.75098
17917783837008,-0.0335093,-0.151738,0.202033,17917783798601,0,0.687744,-2.75098
17917783920840,-0.0335093,-0.151738,0.202033,17917783882396,0,0.687744,-2.75098
17917784018135,-0.0335093,0.031373,0.324107,17917783966006,0,0.687744,-2.75098
17917784114818,-0.0335093,0.031373,0.324107,17917784075856,0,0.687744,-2.75098
17917784198724,-0.0335093,0.031373,0.324107,17917784160299,0,0.687744,-2.75098
17917784282242,-0.0335093,0.031373,0.324107,17917784243872,0,0.687744,-2.75098
17917784365870,-0.0335093,0.031373,0.324107,17917784327426,0,0.687744,-2.75098
17917784449239,-0.0335093,0.031373,0.324107,17917784410832,0,0.687744,-2.75098
17917784532738,-0.0335093,0.031373,0.324107,17917784494238,0,0.687744,-2.75098
17917784616255,-0.0335093,0.031373,0.324107,17917784577829,0,0.687744,-2.75098
17917784699531,-0.0335093,0.031373,0.324107,17917784661162,0,0.687744,-2.75098
17917784782956,-0.0335093,0.031373,0.324107,17917784744568,0,0.687744,-2.75098
17917784866584,-0.0335093,0.031373,0.324107,17917784828196,0,0.687744,-2.75098
17917784950157,-0.0335093,0.031373,0.324107,17917784911769,0,0.687744,-2.75098
17917785033563,-0.0335093,0.031373,0.324107,17917784995119,0,0.687744,-2.75098
17917785117080,-0.0335093,0.031373,0.324107,17917785078674,0,0.687744,-2.75098
17917785200542,-0.0335093,0.031373,0.324107,17917785162117,0,0.687744,-2.75098
17917785284096,-0.0335093,0.031373,0.324107,17917785245634,0,0.687744,-2.75098
17917785367576,-0.0335093,0.031373,0.324107,17917785329170,0,0.687744,-2.75098
17917785451075,-0.0335093,0.031373,0.324107,17917785412502,0,0.687744,-2.75098
17917785534352,-0.0335093,0.031373,0.324107,17917785496000,0,0.687744,-2.75098
17917785617758,-0.0335093,0.031373,0.324107,17917785579369,0,0.687744,-2.75098
17917785701331,-0.0335093,0.031373,0.324107,17917785662868,0,0.687744,-2.75098
17917785784792,-0.0335093,0.031373,0.324107,17917785746348,0,0.687744,-2.75098
17917785868272,-0.0335093,0.031373,0.324107,17917785829829,0,0.687744,-2.75098
17917785951716,-0.0335093,0.031373,0.324107,17917785913309,0,0.687744,-2.75098
17917786035103,-0.0335093,0.031373,0.324107,17917785996770,0,0.687744,-2.75098
17917786118528,-0.0335093,0.031373,0.324107,17917786080102,0,0.687744,-2.75098
17917786201897,-0.0335093,0.031373,0.324107,17917786163509,0,0.687744,-2.75098
17917786285340,-0.0335093,0.031373,0.324107,17917786246915,0,0.687744,-2.75098
17917786368765,-0.0335093,0.031373,0.324107,17917786330358,0,0.687744,-2.75098
17917786452245,-0.0335093,0.031373,0.324107,17917786413801,0,0.687744,-2.75098
17917786535614,-0.0335093,0.031373,0.324107,17917786497170,0,0.687744,-2.75098
17917786619020,-0.0335093,0.031373,0.324107,17917786580576,0,0.687744,-2.75098
17917786702500,-0.0335093,0.031373,0.324107,17917786664130,0,0.687744,-2.75098
17917786785962,-0.0335093,0.031373,0.324107,17917786747481,0,0.687744,-2.75098
17917786869331,-0.0335093,0.031373,0.324107,17917786830906,0,0.687744,-2.75098
17917786952570,-0.0335093,0.031373,0.324107,17917786914219,0,0.687744,-2.75098
17917787035995,-0.0335093,0.031373,0.324107,17917786997570,0,0.687744,-2.75098
17917787119401,-0.0335093,0.031373,0.324107,17917787080939,0,0.687744,-2.75098
17917787202900,-0.0335093,0.031373,0.324107,17917787164456,0,0.687744,-2.75098
17917787286158,-0.0335093,0.031373,0.324107,17917787247806,0,0.687744,-2.75098
17917787369601,-0.0335093,0.031373,0.324107,17917787331138,0,0.687744,-2.75098
17917787453155,-0.0335093,0.031373,0.324107,17917787414748,0,0.687744,-2.75098
17917787536524,-0.0335093,0.031373,0.324107,17917787498080,0,0.687744,-2.75098
17917787619949,-0.0335093,0.031373,0.324107,17917787581505,0,0.687744,-2.75098
17917787703225,-0.0335093,0.031373,0.324107,17917787664800,0,0.687744,-2.75098
17917787786724,-0.0335093,0.031373,0.324107,17917787748188,0,0.687744,-2.75098
17917787870297,-0.0335093,0.031373,0.324107,17917787831927,0,0.687744,-2.75098
17917787953703,-0.0335093,0.031373,0.324107,17917787915296,0,0.687744,-2.75098
17917788050498,-0.0335093,0.031373,0.324107,17917787998684,0,0.687744,-2.75098
17917788150792,-0.0335093,0.031373,0.324107,17917788111293,0,0.687744,-2.75098
17917788234847,-0.0335093,0.031373,0.324107,17917788196144,0,0.687744,-2.75098
17917788318475,-0.0335093,0.031373,0.324107,17917788280068,0,0.687744,-2.75098
17917788401955,-0.0335093,0.031373,0.324107,17917788363548,0,0.687744,-2.75098
17917788485509,-0.0335093,0.031373,0.324107,17917788447084,0,0.687744,-2.75098
17917788569027,-0.0335093,0.031373,0.324107,17917788530638,0,0.687744,-2.75098
17917788652507,-0.0335093,0.031373,0.324107,17917788614081,0,0.687744,-2.75098
17917788735968,-0.0335093,0.031373,0.324107,17917788697562,0,0.687744,-2.75098
17917788819541,-0.0335093,0.031373,0.324107,17917788781116,0,0.687744,-2.75098
17917788903096,-0.0335093,0.031373,0.324107,17917788864615,0,0.687744,-2.75098
17917788986761,-0.0335093,0.031373,0.324107,17917788948336,0,0.687744,-2.75098
17917789070426,-0.0335093,0.031373,0.324107,17917789032001,0,0.687744,-2.75098
17917789153999,-0.0335093,0.031373,0.324107,17917789115592,0,0.687744,-2.75098
17917789237590,-0.0335093,0.031373,0.324107,17917789199165,0,0.687744,-2.75098
17917789321089,-0.0335093,0.031373,0.324107,17917789282664,0,0.687744,-2.75098
17917789404514,-0.0335093,0.031373,0.324107,17917789366125,0,0.687744,-2.75098
17917789488216,-0.0335093,0.031373,0.324107,17917789449828,0,0.687744,-2.75098
17917789571863,-0.0335093,0.031373,0.324107,17917789533475,0,0.687744,-2.75098
17917789655417,-0.0335093,0.031373,0.324107,17917789616973,0,0.687744,-2.75098
17917789738953,-0.0335093,0.031373,0.324107,17917789700528,0,0.687744,-2.75098
17917789822489,-0.0335093,0.031373,0.324107,17917789784082,0,0.687744,-2.75098
17917789906302,-0.0335093,0.031373,0.324107,17917789867914,0,0.687744,-2.75098
17917789989949,-0.0335093,0.031373,0.324107,17917789951579,0,0.687744,-2.75098
17917790073392,-0.0335093,0.031373,0.324107,17917790035004,0,0.687744,-2.75098
17917790156872,-0.0335093,0.031373,0.324107,17917790118447,0,0.687744,-2.75098
17917790240278,-0.0335093,0.031373,0.324107,17917790201816,0,0.687744,-2.75098
17917790324555,-0.0335093,0.031373,0.324107,17917790286167,0,0.687744,-2.75098
17917790408183,-0.0335093,0.031373,0.324107,17917790369702,0,0.687744,-2.75098
17917790695753,-0.0335093,0.031373,0.324107,17917790655253,0,0.687744,-2.75098
17917790784122,-0.0335093,0.031373,0.324107,17917790745678,0,0.687744,-2.75098
17917790867583,-0.0335093,0.031373,0.324107,17917790829103,0,0.687744,-2.75098
17917790950897,-0.0335093,0.031373,0.324107,17917790912490,0,0.687744,-2.75098
17917791034433,-0.0335093,0.031373,0.324107,17917790995989,0,0.687744,-2.75098
