Gyro t,Gyro X, Gyro Y, Gyro Z,Accel t, Accel X, Accel Y, Accel Z 
17918209733211,0.0275277,-0.090701,0.140996,17918209694804,0,0.687744,-2.75098
17918209816488,0.0275277,-0.090701,0.140996,17918209778099,0,0.687744,-2.75098
17918209899875,0.0275277,-0.090701,0.140996,17918209861394,0,0.687744,-2.75098
17918209983337,0.0275277,-0.090701,0.140996,17918209944912,0,0.687744,-2.75098
17918210067447,0.0275277,-0.090701,0.140996,17918210028688,0,0.687744,-2.75098
17918210150908,0.0275277,-0.090701,0.140996,17918210112502,0,0.687744,-2.75098
17918210234315,0.0275277,-0.090701,0.140996,17918210195852,0,0.687744,-2.75098
17918210317776,0.0275277,-0.090701,0.140996,17918210279295,0,0.687744,-2.75098
17918210401127,0.0275277,-0.090701,0.140996,17918210362757,0,0.687744,-2.75098
17918210484496,0.0275277,-0.090701,0.140996,17918210446108,0,0.687744,-2.75098
17918210567902,0.0275277,-0.090701,0.140996,17918210529495,0,0.687744,-2.75098
