Frame,TimeCV,tVec0_0,tVec0_1,tVec0_2,tVec1_0,tVec1_1,tVec1_2,rVec0_0,rVec0_1,rVec0_2,rVec1_0,rVec1_1,rVec1_2,reprojError0,reprojError1
0,0.40036148100625724,-0.03210038701304525,0.057112212695600434,1.5747660370756165,-0.031885316177211444,0.05675008534608398,1.573656683102628,-2.5689437922206118,0.8284937662143488,0.6030167809017012,2.498477924484479,-0.8046318758103457,0.6751861145193296,0.12710391146206135,0.23522452672078123
1,0.5540141689998563,-0.03176235304016752,0.057695914647038556,1.5909772768013155,-0.03157975054973065,0.057345849996223296,1.5900781222025941,-2.5947607694895036,0.8077640940384759,0.5190849646060555,2.5247795172220937,-0.7863772668014954,0.5902360628222291,0.22698592545497973,0.28433753032247516
2,0.5673139569989871,-0.03176235304016752,0.057695914647038556,1.5909772768013155,-0.03157975054973065,0.057345849996223296,1.5900781222025941,-2.5947607694895036,0.8077640940384759,0.5190849646060555,2.5247795172220937,-0.7863772668014954,0.5902360628222291,0.22698592545497973,0.28433753032247516
3,0.5841013460012618,-0.03176235304016752,0.057695914647038556,1.5909772768013155,-0.03157975054973065,0.057345849996223296,1.5900781222025941,-2.5947607694895036,0.8077640940384759,0.5190849646060555,2.5247795172220937,-0.7863772668014954,0.5902360628222291,0.22698592545497973,0.28433753032247516
4,0.6009144810086582,-0.03176235304016752,0.057695914647038556,1.5909772768013155,-0.03157975054973065,0.057345849996223296,1.5900781222025941,-2.5947607694895036,0.8077640940384759,0.5190849646060555,2.5247795172220937,-0.7863772668014954,0.5902360628222291,0.22698592545497973,0.28433753032247516
5,0.617750175006222,-0.03176235304016752,0.057695914647038556,1.5909772768013155,-0.03157975054973065,0.057345849996223296,1.5900781222025941,-2.5947607694895036,0.8077640940384759,0.5190849646060555,2.5247795172220937,-0.7863772668014954,0.5902360628222291,0.22698592545497973,0.28433753032247516
6,0.6345221380179282,-0.03176235304016752,0.057695914647038556,1.5909772768013155,-0.03157975054973065,0.057345849996223296,1.5900781222025941,-2.5947607694895036,0.8077640940384759,0.5190849646060555,2.5247795172220937,-0.7863772668014954,0.5902360628222291,0.22698592545497973,0.28433753032247516
7,0.6512885270058177,-0.03176235304016752,0.057695914647038556,1.5909772768013155,-0.03157975054973065,0.057345849996223296,1.5900781222025941,-2.5947607694895036,0.8077640940384759,0.5190849646060555,2.5247795172220937,-0.7863772668014954,0.5902360628222291,0.22698592545497973,0.28433753032247516
8,0.6681354930042289,-0.03176235304016752,0.057695914647038556,1.5909772768013155,-0.03157975054973065,0.057345849996223296,1.5900781222025941,-2.5947607694895036,0.8077640940384759,0.5190849646060555,2.5247795172220937,-0.7863772668014954,0.5902360628222291,0.22698592545497973,0.28433753032247516
9,0.6850639600015711,-0.03176235304016752,0.057695914647038556,1.5909772768013155,-0.03157975054973065,0.057345849996223296,1.5900781222025941,-2.5947607694895036,0.8077640940384759,0.5190849646060555,2.5247795172220937,-0.7863772668014954,0.5902360628222291,0.22698592545497973,0.28433753032247516
