Frame,Timestamp
1,0.40059439998003654
2,0.5512732969946228
3,0.5675116749771405
4,0.5842672669969033
5,0.6010820739902556
6,0.6178480869857594
7,0.6346866779786069
8,0.6515646079787984
9,0.6681960029818583
10,0.6850164579809643
11,0.7018763879896142
12,0.7186623879824765
13,0.7354778649751097
14,0.7522495439916383
15,0.7690703569969628
16,0.785842169978423
17,0.8026178169820923
18,0.8193758899869863
19,0.8361831729998812
20,0.8529799209791236
21,0.8698257809737697
22,0.8867477249877993
23,0.9034252409765031
24,0.9201991289737634
25,0.9369954299763776
26,0.9538109589775559
27,0.9706318699754775
28,0.9874013279913925
29,1.0041860369965434
30,1.020986986986827
31,1.0377795719832648
32,1.0546375779958908
33,1.0714017489808612
34,1.0882014029775746
35,1.1049881379876751
36,1.121823253983166
37,1.138651512999786
38,1.1554213159834035
39,1.1721761199878529
40,1.188979381986428
41,1.2057998679811135
42,1.2226348069962114
43,1.2393827439809684
44,1.2561889179924037
45,1.2730245159764308
46,1.2898059059807565
47,1.3066113659879193
48,1.323381909984164
49,1.3402087749855127
50,1.3569659069762565
51,1.3737502189760562
52,1.3906247499980964
53,1.407498307991773
54,1.4242968729813583
55,1.4410824019869324
56,1.4579345879901666
57,1.4747050829755608
58,1.4914780119725037
59,1.5081805079826154
60,1.524975166976219
61,1.5417986959801055
62,1.5585899079742376
63,1.5754298299725633
64,1.5921644819900393
65,1.6089806119853165
66,1.625729635998141
67,1.6425928689714056
68,1.6593391959904693
69,1.676152430998627
70,1.6929791559814475
71,1.7097535509965383
72,1.726543661992764
73,1.7434880259970669
74,1.7601666339905933
75,1.7769645029911771
76,1.7937827469722833
77,1.8106043199950363
78,1.8273879929911345
79,1.8441704549768474
80,1.860960272984812
81,1.8777292809973005
82,1.894598655984737
83,1.9113534959906247
84,1.9281532419845462
85,1.9449843889742624
86,1.9617634539899882
87,1.9785406419832725
88,1.9953520229901187
89,2.012156047974713
90,2.028886694984976
91,2.045746412972221
92,2.062579660996562
93,2.07943066599546
94,2.0961575849796645
95,2.113107034994755
96,2.129805526987184
97,2.1465954709856305
98,2.163478291971842
99,2.1801895669777878
100,2.196966772986343
101,2.213904657983221
102,2.230535576993134
103,2.247278324997751
104,2.264080403983826
105,2.2808991509955376
106,2.2976901959918905
107,2.3145328799728304
108,2.331318062992068
109,2.348123890988063
110,2.364893446996575
111,2.3818226809962653
112,2.3985186379868537
113,2.4153219219879247
114,2.432132694986649
115,2.4489386939967517
116,2.4657280889805406
117,2.482483643980231
118,2.499319527996704
119,2.5161316729790997
120,2.5329422849754337
121,2.5496795759827364
122,2.56655303799198
123,2.583270534989424
124,2.6000884829845745
125,2.616872112994315
126,2.6336796489777043
127,2.6505490009731147
128,2.667303820984671
129,2.6841038719867356
130,2.7008966249995865
131,2.717734837991884
132,2.7345584059949033
133,2.7512977269943804
134,2.7680950459907763
135,2.7848858989891596
136,2.8017264709924348
137,2.818537210987415
138,2.8352932759735268
139,2.8520967079966795
140,2.8688941419823095
141,2.8857463779859245
142,2.902477507974254
143,2.919294463994447
144,2.9360818499990273
145,2.9529437919845805
146,2.9696499109850265
147,2.9865079349838197
148,3.0032702600001357
149,3.020063740987098
150,3.0368799529969692
151,3.053672470996389
152,3.0704742309753783
153,3.0872693059791345
154,3.104058028984582
155,3.120833557972219
156,3.1376322449941654
157,3.154484832979506
158,3.17123532097321
159,3.18803576999926
160,3.2048459769866895
161,3.2217651889950503
162,3.2384731419733725
163,3.255268205975881
164,3.272056691988837
165,3.2888960299897008
166,3.3056408999837004
167,3.3224650519841816
168,3.3392019439779688
169,3.3560661989904474
170,3.372859689989127
171,3.3896792309824377
172,3.406491821981035
173,3.4232401439803652
174,3.4399882669968065
175,3.456810237985337
176,3.4736410759796854
177,3.4904996499826666
178,3.50722711297567
179,3.5240135379717685
180,3.5407896579999942
181,3.5575951989740133
182,3.5744238829938695
183,3.5912020499818027
184,3.6081044909951743
185,3.6249233579728752
186,3.641566244972637
187,3.6585135359782726
188,3.6752210869744886
189,3.6919965479755774
190,3.7088031499879435
191,3.7255777709942777
192,3.7424804409965873
193,3.759198720974382
194,3.775994165975135
195,3.7928435979993083
196,3.8095877029991243
197,3.8264238009869587
198,3.843207153986441
199,3.86001158397994
200,3.876810506975744
201,3.89363228098955
202,3.9104458679794334
203,3.9272043249802664
204,3.9440074499871116
205,3.9608087739907205
206,3.9776070509979036
207,3.994438806985272
208,4.011200601991732
209,4.028024352999637
210,4.044762096978957
211,4.061597664986039
212,4.078434847993776
213,4.0952978929854
214,4.112088052992476
215,4.128885776997777
216,4.145569776999764
217,4.162477568985196
218,4.179261189972749
219,4.195954965980491
220,4.212748670979636
221,4.229590528993867
222,4.246387562976452
223,4.263147945981473
224,4.280085270991549
225,4.296712628973182
226,4.313518582988763
227,4.33053036898491
228,4.3471807619789615
229,4.363948422978865
230,4.380751052987762
231,4.397548234992428
232,4.414381569979014
233,4.431275769980857
234,4.448063780990196
235,4.464725753990933
236,4.481615640979726
237,4.498363798978971
238,4.515231011988362
239,4.532045488973381
240,4.548738678975496
241,4.565525271988008
242,4.582439308986068
243,4.599133498995798
244,4.615939799987245
245,4.632709375990089
246,4.649534200987546
247,4.666342773998622
248,4.683135202998528
249,4.699922282976331
250,4.716821365000214
251,4.733546750998357
252,4.75035329698585
253,4.76709899699199
254,4.783921679976629
255,4.800831039989134
256,4.817665724986
257,4.834380462998524
258,4.851237383991247
259,4.867945942998631
260,4.884699393995106
261,4.901527982990956
262,4.91836848098319
263,4.935133198974654
264,4.951983449980617
265,4.968803645984735
266,4.985504480981035
267,5.002345548971789
268,5.019105752988253
269,5.036037206999026
270,5.052692227996886
271,5.069487943983404
272,5.086303999996744
273,5.103156810975634
274,5.119886029977351
275,5.136678293987643
276,5.153471934987465
277,5.170319173979806
278,5.187086816993542
279,5.20390413198038
280,5.220687811990501
281,5.237483765988145
282,5.254304860980483
283,5.271099802979734
284,5.287910201994237
285,5.304712412995286
286,5.321504775987705
287,5.3383463399950415
288,5.355121214990504
289,5.3719167199742515
290,5.388734956999542
291,5.405509157979395
292,5.422310410998762
293,5.4391240179829765
294,5.455870958976448
295,5.47265978998621
296,5.489462642988656
297,5.506356198980939
298,5.5230421269952785
299,5.5398377269739285
300,5.556661885988433
301,5.573473350988934
302,5.590300390991615
303,5.607022107986268
304,5.623848114977591
305,5.64064185298048
306,5.657446036988404
307,5.674329558998579
308,5.691054002993042
309,5.707855834974907
310,5.724622295994777
311,5.7414293509791605
312,5.758340735977981
313,5.775044674985111
314,5.79183692697552
315,5.808649431972299
316,5.8254507099918555
317,5.8422648909909185
318,5.859042184980353
319,5.875823706999654
320,5.892658286989899
321,5.909420905984007
322,5.926225062983576
323,5.943050641973969
324,5.95984247198794
325,5.976657974999398
326,5.993412498995895
327,6.0102280779974535
328,6.02699872298399
329,6.04381291999016
330,6.060622612974839
331,6.077496309997514
332,6.094341571995756
333,6.111111851991154
334,6.1278428599762265
335,6.144608755974332
336,6.161437971983105
337,6.178278395993402
338,6.195007953996537
339,6.211840067990124
340,6.228611889993772
341,6.24541435498395
342,6.262205885985168
343,6.279012838989729
344,6.295832343981601
