Frame,TimeCV,tVec0_0,tVec0_1,tVec0_2,tVec1_0,tVec1_1,tVec1_2,rVec0_0,rVec0_1,rVec0_2,rVec1_0,rVec1_1,rVec1_2,reprojError0,reprojError1
0,0.40052489200024866,0.004337420701262754,0.04434358067711238,1.591242508410029,0.004156131802170116,0.044607027162847306,1.5902851178082196,2.5829917003370846,-0.8585107234317123,0.5718977086735226,-2.6319741572656343,0.8880071550980682,0.563132790357463,0.1286406309233988,0.2228131458078405
1,0.560235543991439,0.004064396794531843,0.044486363479181786,1.562945650578213,0.004279835779796065,0.04419052622801495,1.5629456508658424,-2.619290195944847,0.8569526193064865,0.6527681889795641,2.569432187997374,-0.8247110696018828,0.6600513965940301,0.055511596034796204,0.05862382026210953
2,0.5718817409942858,0.004255592602013757,0.04607107801903893,1.6190798154804729,0.004389937250180226,0.045791467133072264,1.6190798156416573,-2.6462334023237073,0.9204385306143368,0.45809464625573526,2.595210720661924,-0.8925401284459097,0.46990746502501474,0.041276145872219054,0.045144982155556936
3,0.5843199619848747,0.004255592602013757,0.04607107801903893,1.6190798154804729,0.004389937250180226,0.045791467133072264,1.6190798156416573,-2.6462334023237073,0.9204385306143368,0.45809464625573526,2.595210720661924,-0.8925401284459097,0.46990746502501474,0.041276145872219054,0.045144982155556936
4,0.6009401560004335,0.004255592602013757,0.04607107801903893,1.6190798154804729,0.004389937250180226,0.045791467133072264,1.6190798156416573,-2.6462334023237073,0.9204385306143368,0.45809464625573526,2.595210720661924,-0.8925401284459097,0.46990746502501474,0.041276145872219054,0.045144982155556936
5,0.6176930969813839,0.004255592602013757,0.04607107801903893,1.6190798154804729,0.004389937250180226,0.045791467133072264,1.6190798156416573,-2.6462334023237073,0.9204385306143368,0.45809464625573526,2.595210720661924,-0.8925401284459097,0.46990746502501474,0.041276145872219054,0.045144982155556936
6,0.6345438869902864,0.004255592602013757,0.04607107801903893,1.6190798154804729,0.004389937250180226,0.045791467133072264,1.6190798156416573,-2.6462334023237073,0.9204385306143368,0.45809464625573526,2.595210720661924,-0.8925401284459097,0.46990746502501474,0.041276145872219054,0.045144982155556936
7,0.6513350309978705,0.004255592602013757,0.04607107801903893,1.6190798154804729,0.004389937250180226,0.045791467133072264,1.6190798156416573,-2.6462334023237073,0.9204385306143368,0.45809464625573526,2.595210720661924,-0.8925401284459097,0.46990746502501474,0.041276145872219054,0.045144982155556936
8,0.6681515270029195,0.004255592602013757,0.04607107801903893,1.6190798154804729,0.004389937250180226,0.045791467133072264,1.6190798156416573,-2.6462334023237073,0.9204385306143368,0.45809464625573526,2.595210720661924,-0.8925401284459097,0.46990746502501474,0.041276145872219054,0.045144982155556936
9,0.684919611987425,0.004255592602013757,0.04607107801903893,1.6190798154804729,0.004389937250180226,0.045791467133072264,1.6190798156416573,-2.6462334023237073,0.9204385306143368,0.45809464625573526,2.595210720661924,-0.8925401284459097,0.46990746502501474,0.041276145872219054,0.045144982155556936
