Time,xQTM,yQTM,zQTM,xCV,yCV,zCV,v0R11,v0R12,v0R13,v0R21,v0R22,v0R23,v0R31,v0R32,v0R33,v1R11,v1R12,v1R13,v1R21,v1R22,v1R23,v1R31,v1R32,v1R33,qtmR11,qtmR12,qtmR13,qtmR21,qtmR22,qtmR23,qtmR31,qtmR32,qtmR33
0.0,0.04757803000000002,-0.02660688,1.3443053,0.02538678391985029,0.05285618047979908,1.4181951222507923,0.7296301539978834,-0.6703606342753371,0.13511646232414684,-0.5436874965821149,-0.6884993145492189,-0.47997145740713437,0.41478156231599494,0.27674051723450904,-0.8668165559583405,0.7147545981358373,-0.6790686063692009,-0.16730717942595547,-0.6790686063692009,-0.7063617836101035,0.41393935692716555,-0.16730717942595547,-0.1997970432687749,-0.8947974723362018,0.70282,-0.58547,-0.40407,-0.66746,-0.7392,-0.08989,-0.24606,0.33288,-0.9103
0.016966221999609843,0.047498399999999996,-0.025660160000000015,1.3282042,0.02747263209744428,0.054699042874674746,1.4122503428336148,0.7122111509599665,-0.6759595897045165,-0.18929846680515183,-0.5942049358898254,-0.7241172911204958,0.35010661642488794,-0.37373221778761345,-0.1368677529106715,-0.9173829340034265,0.7274079539501105,-0.6688680410186231,0.1532749563171475,-0.6688680410186231,-0.7101665522162309,-0.42097330739648053,0.1532749563171475,0.21972485480077317,-0.894029228954873,0.70572,-0.58786,-0.39544,-0.65702,-0.75188,-0.0548,-0.26511,0.29849,-0.91685
0.03367185800743755,0.05154965000000003,-0.02900374,1.30034658,0.029282204527724575,0.05446820634349723,1.362125728667539,0.661538606109711,-0.7193679691621425,-0.21184050030613905,-0.5992740755149709,-0.6769425893379708,0.4273398099359341,-0.45081842801963784,-0.1557512622226164,-0.8789222316416648,0.6813539124601622,-0.7108363290058916,0.1745524544102929,-0.7108363290058916,-0.6611690086157473,-0.496279192181348,0.1745524544102929,0.23993177240936206,-0.8504342444111546,0.66776,-0.61825,-0.41456,-0.70018,-0.71073,-0.06787,-0.25268,0.33559,-0.90749
0.0503874080022797,0.05388071,-0.029731370000000007,1.2692672800000002,0.031745831792508984,0.055936666492791026,1.3713583037979293,0.66717826625217,-0.7235986788977544,-0.1768561928182675,-0.6453937442491462,-0.6800767853232366,0.34779660859255035,-0.3719409575790428,-0.11790045785253181,-0.9207385112578642,0.6849008946603915,-0.7160802123350731,0.13468442373026226,-0.7160802123350731,-0.6668945077931552,-0.42173721329136404,0.13468442373026226,0.20610881829141212,-0.8966592602152067,0.65986,-0.63094,-0.40805,-0.70688,-0.70539,-0.05239,-0.25478,0.32301,-0.91146
0.06723304800107144,0.05478303000000001,-0.02996168000000002,1.25366521,0.03348572631697189,0.055844868202081836,1.3288453964568012,0.6677540677240164,-0.7233525421693691,-0.17568609727334916,-0.6480987425679919,-0.6810534153979507,0.34078477849894345,-0.3661591524457871,-0.11369848333156196,-0.9235800614826445,0.6864620562542065,-0.7153872401872199,0.13034930725001564,-0.7153872401872199,-0.667507230088417,-0.41788675911082795,0.13034930725001564,0.20653133989058883,-0.8990993908680451,0.65428,-0.63524,-0.41035,-0.71105,-0.70152,-0.04776,-0.25753,0.32303,-0.91068
0.08399718000146095,0.05617594000000001,-0.02990828000000001,1.2229464700000001,0.03294596463258229,0.05487064185528179,1.2675835088354075,0.6327913636628195,-0.7316208521350872,-0.25358631428939293,-0.6038344359137123,-0.6712637722371314,0.4298708202317827,-0.4847257617235944,-0.11889439348895156,-0.8665477823630822,0.6581109393115925,-0.7230906306322011,0.20983310379999595,-0.7230906306322011,-0.6569397959672263,-0.5033413565561001,0.20983310379999595,0.21347141346434403,-0.8382228506369442,0.64164,-0.64153,-0.42041,-0.72059,-0.69198,-0.04384,-0.26279,0.33107,-0.90627
0.10076409400789998,0.05702985000000002,-0.029065760000000024,1.1938198400000002,0.03523917722299174,0.05621165462826842,1.2749556226476666,0.637539561033826,-0.7349573290304011,-0.23104335658333983,-0.6465943342858952,-0.6734978292192833,0.3582128430225436,-0.41887835344665103,-0.07898353335608782,-0.9046007552906478,0.6609565754565139,-0.7279493257181019,0.18228051060757577,-0.7279493257181019,-0.6622215262984099,-0.4366752235327659,0.18228051060757577,0.17763003488589804,-0.8809588892821563,0.63247,-0.65159,-0.41882,-0.72712,-0.68581,-0.03107,-0.26698,0.32418,-0.90754
0.11757934800698422,0.05614368,-0.02788096000000001,1.17986091,0.035925973791772356,0.05534041354608287,1.244313493295963,0.6856924741130526,-0.6964893219039376,-0.21149102916793733,-0.6477161368755513,-0.7164063112425653,0.2592793922448,-0.3320988361553416,-0.04079977555837469,-0.9423617889848113,0.7053977446333767,-0.69111615143164,0.15739277968338788,-0.69111615143164,-0.7080946184488855,-0.34296332386573464,0.15739277968338788,0.14477733439335644,-0.9260689344678957,0.63146,-0.65579,-0.41377,-0.72067,-0.69328,-0.00103,-0.28619,0.29884,-0.91038
0.1345016300037969,0.05716407000000001,-0.026883500000000005,1.1543683800000002,0.03524004141143442,0.05308963513647844,1.2038306124681766,0.6405160022926438,-0.733632981917093,-0.2269843577220348,-0.6505641924563079,-0.6754233398471619,0.3472312536097195,-0.40805083298618855,-0.07473927905151129,-0.9098948059342563,0.6646588563070884,-0.7263767179250337,0.17494418649674678,-0.7263767179250337,-0.6644097353492937,-0.4262181626450053,0.17494418649674678,0.17588793940898134,-0.8875430183616495,0.61927,-0.67322,-0.40408,-0.73427,-0.67883,0.00566,-0.27812,0.2932,-0.9147
0.15120293000654783,0.05885139,-0.026414469999999995,1.1318893700000001,0.035710377073363955,0.05116041373444256,1.1707910915955726,0.6418053213109125,-0.7333958833323961,-0.22409017793756608,-0.6516357930085606,-0.6756196842613533,0.3448316045676407,-0.4042978144970613,-0.07528957796191699,-0.9115233165658552,0.667062723918133,-0.7256056000998408,0.16889000995520698,-0.7256056000998408,-0.6644422670986081,-0.42403223008711716,0.16889000995520698,0.17892173371787895,-0.8897599858302665,0.61567,-0.67995,-0.39827,-0.74552,-0.66632,-0.0149,-0.25524,0.30609,-0.91715
0.16951012800564058,0.05876795000000001,-0.025845690000000004,1.12115745,0.03636083467762446,0.050286481864368,1.1702445424880787,0.6473751895683709,-0.7442140793567745,0.1644711768622839,-0.6352249435365253,-0.6460857585110736,-0.42315772917221905,0.42118242489488394,0.16946562110445643,-0.8910032369320251,0.6214279876138041,-0.7516206244459441,-0.2211191830614136,-0.7516206244459441,-0.6562573600155687,0.3453615451019649,-0.2211191830614136,-0.0662775552723942,-0.912048085380939,0.61301,-0.68253,-0.39796,-0.74795,-0.66361,-0.01398,-0.25455,0.30622,-0.9173
0.1849387120018946,0.058079500000000006,-0.024627919999999998,1.10155812,0.03567353055380285,0.04884555768923427,1.1390085772391114,0.6238311670134599,-0.75079330643765,-0.2171268893321264,-0.6713278195528352,-0.6570044324900117,0.34302206107321076,-0.4001919961181887,-0.0682245314890372,-0.9138882751989114,0.6495475819808617,-0.7432442216243521,0.16023721716513645,-0.7432442216243521,-0.6466602564505742,-0.4209754551965078,0.16023721716513645,0.17151833648123074,-0.8928066422004632,0.61236,-0.68209,-0.39971,-0.74901,-0.66233,-0.01724,-0.25298,0.30994,-0.91648
0.2015693849971285,0.056940779999999996,-0.02310891000000001,1.08431936,0.03541548687867971,0.04955405466567924,1.1455556489878813,0.6486289277899019,-0.7344378744364375,-0.19970358691673407,-0.690967005353895,-0.6782430901664867,0.25010179558268986,-0.31913180904822436,-0.02423467009684238,-0.9474004270734233,0.6687113176748591,-0.7298020071760126,0.14217666452486674,-0.7298020071760126,-0.6717056280940492,-0.3312257907607548,0.14217666452486674,0.12728149711816827,-0.9327782542488307,0.60956,-0.68356,-0.40147,-0.7516,-0.65936,-0.01852,-0.25205,0.31303,-0.91569
0.21836078900378197,0.056162830000000025,-0.02228760000000002,1.07589786,0.034203663750498395,0.04658635757236416,1.1156069601422272,0.6701418200229374,-0.729303134324668,0.1379379546048154,-0.6634417604946078,-0.671895290783289,-0.32924420823312106,0.3327986951419134,0.12912651349531074,-0.9341152884009474,0.6502906696938413,-0.7341149829996959,-0.19544113345068975,-0.7341149829996959,-0.6784322680723796,0.25112517341875584,-0.19544113345068975,-0.02836986735116867,-0.9480184126012056,0.60895,-0.68741,-0.39578,-0.75186,-0.65921,-0.01186,-0.25275,0.3048,-0.91827
