Time,xQTM,yQTM,zQTM,xCV0,yCV0,zCV0,v0R11,v0R12,v0R13,v0R21,v0R22,v0R23,v0R31,v0R32,v0R33,v1R11,v1R12,v1R13,v1R21,v1R22,v1R23,v1R31,v1R32,v1R33,qtmR11,qtmR12,qtmR13,qtmR21,qtmR22,qtmR23,qtmR31,qtmR32,qtmR33,xCV1,yCV1,zCV1
0.0,0.05218397999999999,-0.02667613000000002,1.35419713,0.028369335,0.047667764,1.4298953,0.88872975,0.37122965,-0.26897573,0.41605246,-0.8995338,0.13318898,-0.19250907,-0.23027703,-0.9538935,0.8951322,0.38128704,0.23099473,0.38128704,-0.8827209,-0.19668162,0.23099473,0.2746343,-0.95286816,0.84623,0.38661,-0.36663,0.3968,-0.91651,-0.05058,-0.35558,-0.10268,-0.92899,0.028577674,0.047530286,1.4298953
0.01673641099478118,0.056896870000000016,-0.02551734,1.33315641,0.03639574,0.046597898,1.4014845,0.84128785,0.39125577,-0.3730331,0.35480398,-0.9202591,-0.16503744,-0.40785897,0.006490353,-0.91302186,0.86055,0.39199466,0.3252597,0.39199466,-0.9192957,0.10275013,0.3252597,0.03515042,-0.9400258,0.8466,0.37998,-0.37267,0.39241,-0.91868,-0.04525,-0.35956,-0.10793,-0.92686,0.036677197,0.046699367,1.4012022
0.03354700998170301,0.06648898,-0.023249130000000007,1.28737265,0.04460191,0.043898877,1.3702979,0.8677611,0.38235515,-0.31748262,0.37148777,-0.9233886,-0.09669741,-0.33013257,-0.03403066,-0.94332093,0.88668084,0.385655,0.25508302,0.385655,-0.9202107,0.03660507,0.25508302,0.06695085,-0.96622604,0.85418,0.36457,-0.37075,0.38063,-0.92418,-0.03183,-0.35425,-0.11393,-0.92819,0.04484638,0.043952484,1.3701453
0.05065195998759009,0.07493525,-0.020251970000000008,1.23632738,0.050374147,0.041065857,1.315621,0.87399864,0.36689848,-0.3186093,0.35649952,-0.9296895,-0.09265758,-0.33020368,-0.03260147,-0.94334656,0.89589196,0.37050033,0.24516737,0.37050033,-0.92681515,0.034049086,0.24516737,0.061181184,-0.9688827,0.85704,0.34592,-0.38186,0.37174,-0.92831,-0.0066,-0.35677,-0.1363,-0.9242,0.050624274,0.041118864,1.3154598
0.06722973799332976,0.07871854,-0.018544540000000026,1.20899651,0.05577259,0.037733868,1.2436036,0.86174095,0.39248917,-0.3214884,0.33513108,-0.9160996,-0.2201106,-0.38090643,0.08193755,-0.92097586,0.891539,0.3860051,0.23697743,0.3860051,-0.9203979,0.16408806,0.23697743,-0.062191352,-0.95755774,0.85716,0.33684,-0.38964,0.3682,-0.92973,0.00625,-0.36015,-0.14882,-0.92095,0.056017846,0.037903033,1.2431803
0.08400385899585672,0.08449767,-0.013897760000000009,1.15123871,0.061230704,0.03426691,1.1869427,0.92550915,0.36241204,0.1099558,0.3368009,-0.9203793,0.19866347,0.17319907,-0.14683166,-0.9738802,0.9015053,0.3784486,-0.2099163,0.3784486,-0.91153306,-0.25380412,-0.2099163,0.16088529,-0.94420266,0.84892,0.31762,-0.42243,0.36715,-0.92934,0.03909,-0.38017,-0.18828,-0.90555,0.06105262,0.03402936,1.186635
0.10068572600721382,0.0892424,-0.007995420000000003,1.08997329,0.06600127,0.029136004,1.1471883,0.8413936,0.3819195,-0.38235366,0.30863434,-0.9203654,-0.2401508,-0.44362336,0.08405387,-0.892263,0.8857287,0.37244967,0.27706656,0.37244967,-0.9245246,0.19390775,0.27706656,-0.08084227,-0.9410812,0.85095,0.2925,-0.43627,0.36063,-0.92924,0.0804,-0.38188,-0.22575,-0.89622,0.06629962,0.029339213,1.146627
0.11751461098901927,0.09196373,-0.005633170000000021,1.05842525,0.067010865,0.022925511,1.0794328,0.88149357,0.38573164,-0.2723604,0.2929902,-0.8991334,-0.32513973,-0.37030503,0.20680965,-0.9055959,0.91980904,0.35946637,0.15727429,0.35946637,-0.9079222,0.28662995,0.15727429,-0.21554856,-0.945044,0.8624,0.29329,-0.4126,0.35859,-0.92925,0.08897,-0.35731,-0.22468,-0.90656,0.06720519,0.023241136,1.0788345
0.1343239749839995,0.09201037,0.0041100000000000025,0.9940492900000001,0.0708705,0.016526643,1.0644552,0.885132,0.35875964,-0.29636607,0.2912061,-0.9238032,-0.24856922,-0.36296055,0.13371296,-0.92216074,0.9247628,0.33980605,0.1713056,0.33980605,-0.92819595,0.21958476,0.1713056,-0.15160516,-0.9604358,0.84448,0.25568,-0.47061,0.35976,-0.92174,0.1448,-0.39676,-0.29159,-0.87038,0.07110147,0.01677903,1.0640215
0.15126152598531917,0.09124201,0.014509350000000004,0.92903117,0.07073743,0.00697845,1.0191224,0.85489637,0.36733478,-0.36635682,0.23125523,-0.90194416,-0.36471602,-0.46440628,0.22707248,-0.8560169,0.9109428,0.33303696,0.24345349,0.33303696,-0.90522534,0.3529582,0.24345349,-0.2639195,-0.90341073,0.82753,0.23756,-0.50869,0.37041,-0.9119,0.17673,-0.42189,-0.33467,-0.84262,0.07105948,0.0073648,1.0189978
