Time,xQTM,yQTM,zQTM,xCV,yCV,zCV
0.0,-0.0033201500000000217,-0.02634845999999999,1.35446635,-0.022180233883638448,0.045635137061175654,1.3997419047280293
0.016631039994535968,-0.004620609999999997,-0.02598257000000001,1.33921643,-0.024596323404037113,0.044849689757163996,1.3751822705332923
0.03343077999306843,-0.008365939999999988,-0.02620209000000001,1.3092676600000002,-0.026760124055345304,0.04377072532300167,1.3415694885442542
0.05022463999921456,-0.010255110000000012,-0.02676893999999999,1.27816162,-0.028959416630816342,0.042983710004120615,1.3170168558922393
0.06702791299903765,-0.012282039999999994,-0.027682889999999988,1.2643676400000001,-0.031122989910844952,0.0429849305695598,1.317053935629122
0.08391519299766514,-0.01246061000000001,-0.02875773000000001,1.23294472,-0.03073395571814767,0.04240437727741483,1.235913535833709
0.10063996798999142,-0.013652140000000007,-0.030896260000000036,1.20393454,-0.032621553688255846,0.04471895791004149,1.2299359169019881
0.11742658099683467,-0.01398553999999999,-0.032119780000000014,1.1900992700000002,-0.03237447828391537,0.045993945667064565,1.184170060651474
0.134223002998624,-0.013981539999999987,-0.03543411000000002,1.1641069000000002,-0.0322142422535009,0.046823235521860684,1.1444794692814133
0.15104770299512893,-0.013073029999999985,-0.03781191000000003,1.1400512200000001,-0.03308590121961874,0.04816264380246123,1.1445432162637366
0.16788357398763765,-0.012857339999999995,-0.03962694,1.12943111,-0.03210078746636844,0.05154486662417412,1.12434190086945
0.18464369598950725,-0.011761969999999983,-0.041965870000000016,1.10953297,-0.0320985808659188,0.05430226649358018,1.1241861418635046
0.20144018800056074,-0.010391669999999992,-0.04383015000000001,1.09219052,-0.03091166474993123,0.05454890620245865,1.0828379697442196
0.2182610399904661,-0.009752779999999989,-0.04471239000000002,1.0845673800000002,-0.029113119678216552,0.05589343871707918,1.0659578797631488
0.23501874999783468,-0.008451590000000009,-0.046355990000000014,1.07126804,-0.029113076645004312,0.057642470425553774,1.065954357004876
0.2518179969920311,-0.00709468000000002,-0.04767387000000001,1.06036152,-0.02729654169936785,0.05833869814542676,1.0468841745136488
0.26861716399434954,-0.00639381,-0.04816494000000002,1.05558228,-0.027275594990763704,0.05956050368290541,1.0456950903712456
0.285416101993178,0.192,0.144,1.564,-0.025534403614360913,0.05926044104725637,1.0286532736247251
0.3022180429979926,0.192,0.144,1.564,-0.02390070558801486,0.06078089147796107,1.0299082018333765
0.31905766698764637,0.192,0.144,1.564,-0.02300221502305809,0.06107093886541647,1.0276367386597631
0.3359124559938209,0.192,0.144,1.564,-0.021322398393773832,0.061544701739951205,1.0285026733958298
0.3526599519973388,0.192,0.144,1.564,-0.01963324369061966,0.06154284205367749,1.0284713230065823
0.36944254499394447,0.192,0.144,1.564,-0.01818506625456321,0.0568584059538292,0.9735992498708095
0.3862550759949954,0.192,0.144,1.564,-0.01637087406587223,0.05916055205551504,1.0092610839011573
0.40305702498881146,0.192,0.144,1.564,-0.01489173505744918,0.05791161795427457,0.9948356069339764
0.4199049669987289,0.192,0.144,1.564,-0.013670101440734496,0.05837754842522721,1.0247267052791997
0.43668599099328276,0.192,0.144,1.564,-0.012407806163835109,0.056112001893136434,0.9917820491192872
0.45348176699189935,0.192,0.144,1.564,-0.011401676084267114,0.056227120328699434,1.0086098777096923
0.4702456679951865,0.192,0.144,1.564,-0.009742417630270976,0.055844190229374584,1.0091880668176176
0.48701373299991246,0.192,0.144,1.564,-0.009159938281778026,0.05406431348422784,0.991557849404939
0.5038337629957823,0.192,0.144,1.564,-0.008085501543295518,0.05418752875322298,1.009176571802929
0.5205961219908204,0.192,0.144,1.564,-0.007538597190153351,0.053647139626061734,0.9913360432374544
0.5373928829940269,0.192,0.144,1.564,-0.006418434707457786,0.053756818456452506,1.0088946287010865
0.554197123987251,0.022622710000000018,-0.05012379000000003,1.02393661,-0.00642865973842548,0.05418701720228093,1.0091672283901525
0.5709998919919599,0.022976439999999987,-0.050008070000000016,1.02440379,-0.006408701118095591,0.05274791749475872,1.009173272487195
0.5878402729867958,0.02304020000000001,-0.049962250000000014,1.02471328,-0.0056029839900969425,0.053371174702956055,1.0094040155546078
0.6045881259924499,0.022979410000000006,-0.04996974000000001,1.02556096,-0.006709399599611029,0.051819317265158496,0.9915880237900239
0.6214142479875591,0.02264484,-0.050106940000000016,1.0265859800000001,-0.006200866909105664,0.05189319188679493,0.9735778670479265
0.6382321219862206,0.022407700000000003,-0.05018653000000001,1.02714807,-0.006433338001803171,0.05373391029479538,1.0084616406393243
0.6549831219890621,0.021772680000000016,-0.05050356,1.02842092,-0.006418434707457786,0.053756818456452506,1.0088946287010865
0.6718350329902023,0.02089879,-0.05095821000000003,1.02978837,-0.007256044543112389,0.05419219133148643,1.009263716470259
0.6885835069988389,0.020419710000000008,-0.051235080000000016,1.03049057,-0.008085501543295518,0.05418752875322298,1.009176571802929
0.7053755199885927,0.192,0.144,1.564,-0.009503551637633887,0.056003042541657035,1.0274736208571347
0.7223009709996404,0.192,0.144,1.564,-0.009731330527146573,0.05541382875977067,1.0089209226352156
0.7389969349897001,0.192,0.144,1.564,-0.01139938649115253,0.05584500630998514,1.0092027141720188
0.7558426289906492,0.192,0.144,1.564,-0.012232145799375847,0.05668622257030395,1.0094437991938159
0.7726081159926252,0.192,0.144,1.564,-0.013677200132105915,0.057940007207562705,1.0244436546005353
0.7894960949925007,0.005143249999999988,-0.04744358000000001,1.03507834,-0.01485968127186469,0.056317614555978654,0.991933796594725
0.8063081849977607,0.003868590000000005,-0.04844538000000001,1.0381012100000002,-0.016251282579948186,0.06022377954420213,1.0275668581406594
0.8229768089950085,0.002336240000000017,-0.04944155000000003,1.0395021500000001,-0.017939367254437334,0.06106599170981264,1.0275536623712926
0.8398151799920015,0.0015721100000000154,-0.04998978000000001,1.0401597000000002,-0.019435831855513626,0.06404696314423053,1.0633497520378306
0.8565806029946543,7.473999999998981e-05,-0.05113022000000003,1.04136236,-0.019626250013206586,0.06191280789355879,1.0276136154480857
0.8733913659962127,0.192,0.144,1.564,-0.02131392800113466,0.06360070043448851,1.0276397228049121
0.8901768399955472,0.192,0.144,1.564,-0.02223409546338971,0.06305736658726714,1.012047310581435
0.9069711939955596,0.192,0.144,1.564,-0.023001750224019454,0.06528883180626777,1.0276682562896557
0.9238138059881749,0.192,0.144,1.564,-0.02470119765406045,0.0666120886645667,1.028568735126111
0.9405570329981856,0.192,0.144,1.564,-0.02470119765406045,0.0666120886645667,1.028568735126111
0.9575367239885963,0.192,0.144,1.564,-0.024688813204786407,0.06787025736070273,1.0284631228188787
0.9741633349913172,0.192,0.144,1.564,-0.025330143952603835,0.06712822984963296,1.0045410290317076
0.9910035759967286,0.192,0.144,1.564,-0.025384253701611622,0.06879765067469093,1.0234083223612955
1.0077878159936517,0.192,0.144,1.564,-0.025365758960113224,0.0679210250165506,1.0228568641418698
1.024516016987036,0.192,0.144,1.564,-0.02525778107776816,0.06878435008951675,1.0359921885617576
1.0413274780003121,0.192,0.144,1.564,-0.02350433088978668,0.06789317276590841,1.0161686779618422
1.0581461029942147,0.192,0.144,1.564,-0.02352299178887624,0.06785334180866714,1.0348109767812312
1.0749451279989444,0.192,0.144,1.564,-0.02244423757229217,0.06763761868526717,1.0448523174465623
1.0917866499949014,0.192,0.144,1.564,-0.020649193160665533,0.06564892791474514,1.0203153885641754
1.1085406889906153,0.015597370000000027,-0.07086769000000001,1.04956592,-0.019616982214782492,0.06514494318559906,1.0324272089252537
1.125362614999176,0.192,0.144,1.564,-0.017774541772691266,0.06341178262438353,1.024983233105651
1.1421750899899052,0.192,0.144,1.564,-0.015649942886064507,0.0625782106266752,1.0253824734379866
1.1590694319893373,0.192,0.144,1.564,-0.013831435219700735,0.062150915644404,1.04680114015947
1.1757474779878976,0.192,0.144,1.564,-0.010916721114503944,0.05965143019169072,1.0187779527180072
1.1925015099986922,0.192,0.144,1.564,-0.007307276679820204,0.05579119493133866,0.9872672019610881
1.2093170109874336,0.192,0.144,1.564,-0.006443449195966952,0.05781447109821213,1.0384826403420648
1.2261095279973233,0.192,0.144,1.564,-0.003272884665357642,0.05391707996979358,1.0068648708614358
1.2429156029975275,0.192,0.144,1.564,0.0004153427374895937,0.05450272688254936,1.0246233731585959
1.2597378840000601,0.192,0.144,1.564,0.0029933207562302306,0.05305304980151479,1.037942882599903
1.2765588740003295,0.192,0.144,1.564,0.006400968394739577,0.05134460676187583,1.0378213274741819
1.2933309039945016,0.192,0.144,1.564,0.009807928866195663,0.04963713839306385,1.0377121425641396
1.3100871189963073,0.192,0.144,1.564,0.013708537139690414,0.04425922946954866,0.9842676244130191
1.3268879159877542,0.192,0.144,1.564,0.01783989696690622,0.04605220436097321,1.0336618061872054
1.3437942780001322,0.192,0.144,1.564,0.02142376185222058,0.04441037812182729,1.0440488892659534
1.3605063959985273,0.192,0.144,1.564,0.026780989108146885,0.0436750212979012,1.0693490133459969
1.377317733989912,0.192,0.144,1.564,0.030291273429885003,0.04191907803933731,1.0693015924261955
1.3941065689868992,0.192,0.144,1.564,0.03394029862196061,0.03934705972405847,1.0593609355374594
1.4109259149990976,0.192,0.144,1.564,0.038538849344039935,0.037425230209643466,1.0541093312561505
1.42779184099345,0.192,0.144,1.564,0.042772161377344804,0.03592090472959996,1.073842895776129
1.4445063809980638,0.192,0.144,1.564,0.04781662831476701,0.034295105684185825,1.088703154228184
1.4613345299876528,0.192,0.144,1.564,0.052548410270768425,0.033456676582701794,1.0941566529486109
1.4781265779893147,0.192,0.144,1.564,0.05591125955427056,0.03081945465377598,1.080666841562739
1.4949144489946775,0.192,0.144,1.564,0.061454842948914144,0.029132667474042685,1.1007680325552933
1.511747952987207,0.192,0.144,1.564,0.06602504063962197,0.027346798218379088,1.101631411382105
1.5285316009976668,0.192,0.144,1.564,0.06970216388160819,0.024769631598352097,1.0880379823462434
1.5453314699989278,0.192,0.144,1.564,0.07558922895620554,0.022966120148108785,1.122788304724214
1.5621227989904583,0.192,0.144,1.564,0.08248652699090986,0.021904325427328807,1.1485383253140415
1.578911224991316,0.192,0.144,1.564,0.08638351439551595,0.018320945329406233,1.1313718896957214
1.5957881799986353,0.192,0.144,1.564,0.09000196110277461,0.016366971954799695,1.12426597408084
1.6125190859893337,0.192,0.144,1.564,0.09553527879349581,0.013393737393400053,1.1465298739846261
1.629396945994813,0.192,0.144,1.564,0.1020103389549769,0.01164070476711528,1.1612355613661236
1.6461914279934717,0.192,0.144,1.564,0.10358345630298274,0.008071893599916873,1.1263531938656504
1.6628800839971518,0.192,0.144,1.564,0.11251304430063437,0.005520639699047011,1.1764114664031935
1.6797288050001953,0.192,0.144,1.564,0.11681056906110841,0.0030582585832680882,1.1613881337869307
1.6964867539936677,0.192,0.144,1.564,0.1261477923600425,0.00020062228576231685,1.2051671605049328
1.7132842110004276,0.192,0.144,1.564,0.1276644104013013,-0.0026736397381072964,1.1646131117785767
1.7300768249988323,0.192,0.144,1.564,0.1327159096464381,-0.005056437059955286,1.1670905448091669
1.7468967749882722,0.192,0.144,1.564,0.14478017491817877,-0.008270539220750928,1.2163866523756033
1.7637322679947829,0.192,0.144,1.564,0.1470782170140064,-0.0105358529586669,1.1903559854382209
1.7805137949908385,0.192,0.144,1.564,0.15298206486466878,-0.012492186806610954,1.1906641233028061
1.7972877309948672,0.192,0.144,1.564,0.16197330490275272,-0.015238982110333825,1.21418192582926
1.8140922129969113,0.192,0.144,1.564,0.1704568604259965,-0.01798390991224802,1.2323765353891134
1.8309049399977084,0.192,0.144,1.564,0.17644247353283907,-0.02095701810601968,1.2281887466606287
1.8477270069997758,0.192,0.144,1.564,0.18137916083319433,-0.02327226367044812,1.2172007580384572
1.864476405986352,0.192,0.144,1.564,0.19072380262213268,-0.0270262340255072,1.229239758938191
1.8812757529958617,0.192,0.144,1.564,0.20128316570886207,-0.03036090447964939,1.2535892048910942
1.8980788849876262,0.192,0.144,1.564,0.20815052316897018,-0.03308923426200703,1.249110361425131
1.914875825998024,0.192,0.144,1.564,0.21490505089940062,-0.0360142397765255,1.2436250468765737
1.9317185089894338,0.192,0.144,1.564,0.22021154446753105,-0.03796099201729169,1.2328465240952797
1.9484977059910307,0.192,0.144,1.564,0.2327624768194691,-0.0419908668948902,1.254692359486843
1.9652374859870179,0.192,0.144,1.564,0.23394700959161846,-0.04332710492851734,1.2204571734897895
1.9820319049904356,0.192,0.144,1.564,0.23963269781899302,-0.04598324936180864,1.2112427126407108
1.9988809129863512,0.192,0.144,1.564,0.25589016316540725,-0.050613211986873234,1.2519992237932305
2.01569209099398,0.192,0.144,1.564,0.25778965670620435,-0.051797753499183696,1.2196338850543362
2.0324428559979424,0.192,0.144,1.564,0.26924899724388324,-0.056010211918695346,1.2355256159756498
2.0492428849975113,0.192,0.144,1.564,0.27434617732114575,-0.057915930737829614,1.2220127366113211
2.0660993969941046,0.192,0.144,1.564,0.27690516686358735,-0.06048350232348521,1.1941190208989483
2.08289212899399,0.192,0.144,1.564,0.2900134365710509,-0.06411132817000506,1.2162583331081513
2.0997364209906664,0.192,0.144,1.564,0.28974403746059946,-0.06523889943123574,1.1824324652066907
2.1164921499876073,0.192,0.144,1.564,0.2962844562749391,-0.06784210343571767,1.1777821117505534
2.133233904998633,0.192,0.144,1.564,0.3068727213244644,-0.07142879809613246,1.1888498559240697
2.1500337259931257,0.192,0.144,1.564,0.30433659751196684,-0.07246400344946805,1.1515408746857736
2.166829305991996,0.192,0.144,1.564,0.3090946653884864,-0.07378566492145797,1.142871774638377
2.1836666369927116,0.192,0.144,1.564,0.31408443414181936,-0.07633276531101786,1.139978268823794
2.2005212849908276,0.32741351,0.10191207,1.12819959,0.3193063120165776,-0.07788093699902243,1.1342093688915602
2.2173363599868026,0.3293859,0.10285344999999999,1.12392578,0.31982631423300123,-0.07836899294602895,1.1149727777628171
2.234101842987002,0.33295436,0.10462505,1.11531118,0.3201208958692365,-0.07957724845215328,1.1003153364840739
2.250925924992771,0.33555301000000004,0.10610138999999999,1.10673303,0.323815877642824,-0.08201556276013999,1.0969020894153496
2.267822735986556,0.33643663,0.10671283999999999,1.10249449,0.3272739551774325,-0.0835035639097197,1.0924808762535259
